title,year,expected_task,source_doc,section,notes,checklist_row,doi,arxiv_id,openalex_url,in_openalex_candidate_papers,in_candidate_map,in_public_preview,in_public_preview_paper_list,covered_as_map_marker,map_record_count,missing_affiliation,missing_coordinates,marker_diagnostics,missing_stage,coverage_status,recommended_action,match_method,matched_public_title,matched_public_paper_id,manual_review,identity_review,exclusion_evidence,reconciliation_classification,reconciliation_evidence,reconciliation_reason,resolved_title,resolved_year,best_openalex_title_match,best_openalex_title_score,best_public_preview_title_match,best_public_preview_title_score,best_public_preview_paper_title_match,best_public_preview_paper_title_score
Aligned Datasets Improve Detection of Latent Diffusion-Generated Images,2025,detection,Z_Update_SID-2018-2025.docx,Dataset,"auxiliary; dataset; source_suffix=ICLR, 2025",256,,,,no,no,yes,yes,yes,1,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,Aligned Datasets Improve Detection of Latent Diffusion-Generated Images,curated:0b34eeaa2b4f5b0a7b3b,no,,,,,,Aligned Datasets Improve Detection of Latent Diffusion-Generated Images,2025,,0.000,,0.000,,0.000
Community Forensics: Using Thousands of Generators to Train Fake Image Detectors,2025,detection,Z_Update_SID-2018-2025.docx,Dataset,"auxiliary; dataset; source_suffix=CVPR, 2025",257,,,,no,no,yes,yes,yes,1,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,Community Forensics: Using Thousands of Generators to Train Fake Image Detectors,curated:307e0f132bd89ed90298,no,,,,,,Community Forensics: Using Thousands of Generators to Train Fake Image Detectors,2025,,0.000,,0.000,,0.000
AI-GenBench: A New Ongoing Benchmark for AI-Generated Image Detection,2025,detection,Z_Update_SID-2018-2025.docx,Dataset,"auxiliary; benchmark; dataset; source_suffix=arXiv, 20250429",258,,,,no,yes,yes,yes,yes,3,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,AI-GenBench: A New Ongoing Benchmark for AI-Generated Image Detection,curated:c9c2682178c0f22b648f,no,ambiguous exact title: AI-GenBench: A New Ongoing Benchmark for AI-Generated Image Detection | AI-GenBench: A New Ongoing Benchmark for AI-Generated Image Detection,,,,,AI-GenBench: A New Ongoing Benchmark for AI-Generated Image Detection,2025,,0.000,,0.000,,0.000
Enhancing Synthetic Generated-Images Detection through Post-Hoc Calibration,2025,detection,Z_Update_SID-2018-2025.docx,Dataset,"auxiliary; dataset; source_suffix=WACV Workshop, 2025",259,,,,no,no,yes,yes,yes,1,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,Enhancing Synthetic Generated-Images Detection Through Post-Hoc Calibration,,no,,,,,,Enhancing Synthetic Generated-Images Detection through Post-Hoc Calibration,2025,,0.000,,0.000,,0.000
FragFake: A Dataset for Fine-Grained Detection of Edited Images with Vision Language Models. 20250x0x,2025,detection,Z_Update_SID-2018-2025.docx,Dataset,auxiliary; dataset,260,,2505.15644,,no,no,yes,yes,yes,5,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,arxiv,Can VLMs Detect and Localize Fine-Grained AI-Edited Images?,curated:4bafe8e39a3e39ed2088,no,,,MISSING_ADD,https://arxiv.org/abs/2505.15644,arXiv 2505.15644 connects FragFake original title to Can VLMs Detect and Localize Fine-Grained AI-Edited Images? Use current 13-author record; edited-image benchmark/method is in scope.,Can VLMs Detect and Localize Fine-Grained AI-Edited Images?,2025,,0.000,,0.000,,0.000
RAID: A Dataset for Testing the Adversarial Robustness of AI-Generated Image Detectors,2025,detection,Z_Update_SID-2018-2025.docx,Dataset,"auxiliary; dataset; source_suffix=arXiv, 20250605",261,,,,no,no,yes,yes,yes,6,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,RAID: A Dataset for Testing the Adversarial Robustness of AI-Generated Image Detectors,curated:79adf19ca6991c1d85f8,no,,,,,,RAID: A Dataset for Testing the Adversarial Robustness of AI-Generated Image Detectors,2025,,0.000,,0.000,,0.000
Mirage: Unveiling Hidden Artifacts in Synthetic Images with Large Vision-Language Models,2025,detection,Z_Update_SID-2018-2025.docx,Dataset,"auxiliary; dataset; source_suffix=arXiv, 20251004",262,,,,no,no,yes,yes,yes,1,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,Mirage: Unveiling Hidden Artifacts in Synthetic Images with Large Vision-Language Models,,no,,,,,,Mirage: Unveiling Hidden Artifacts in Synthetic Images with Large Vision-Language Models,2025,,0.000,,0.000,,0.000
RealHD: A High-Quality Dataset for Robust Detection of State-of-the-Art AI-Generated Images,2025,detection,Z_Update_SID-2018-2025.docx,Dataset,"auxiliary; dataset; source_suffix=ACM MM, 2025",263,10.1145/3746027.3755207,,,no,no,yes,yes,yes,3,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,doi,RealHD: A High-Quality Dataset for Robust Detection of State-of-the-Art AI-Generated Images,curated:44a70bf5f21b5457102b,no,,,,,,RealHD: A High-Quality Dataset for Robust Detection of State-of-the-Art AI-Generated Images,2025,,0.000,,0.000,,0.000
Is Artificial Intelligence Generated Image Detection a Solved Problem?,2025,detection,Z_Update_SID-2018-2025.docx,Dataset,"auxiliary; dataset; source_suffix=NeurIPS, 2025",264,,,,no,no,yes,yes,yes,2,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,Is Artificial Intelligence Generated Image Detection a Solved Problem?,curated:f158c57190bcd2c8405c,no,,,,,,Is Artificial Intelligence Generated Image Detection a Solved Problem?,2025,,0.000,,0.000,,0.000
Synthetic Image Verification in the Era of Generative Artificial Intelligence: What Works and What Isn’t There yet,2024,detection,Z_Update_SID-2018-2025.docx,Survey,"auxiliary; survey; source_suffix=IEEE Security & Privacy, 2024. 意",265,,,,yes,yes,yes,yes,yes,2,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,Synthetic Image Verification in the Era of Generative Artificial Intelligence: What Works and What Isn’t There yet,,no,,,,,,Synthetic Image Verification in the Era of Generative Artificial Intelligence: What Works and What Isn’t There yet,2024,,0.000,,0.000,,0.000
Detecting Multimedia Generated by Large AI Models: A Survey,2024,detection,Z_Update_SID-2018-2025.docx,Survey,auxiliary; survey; source_suffix=arXiv 20240207. 美/意,266,,,,yes,no,yes,yes,yes,5,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,Detecting Multimedia Generated by Large AI Models: A Survey,,no,,,,,,Detecting Multimedia Generated by Large AI Models: A Survey,2024,,0.000,,0.000,,0.000
"A Survey of Defenses against AI-generated Visual Media- Detection, Disruption, and Authentication",2024,detection,Z_Update_SID-2018-2025.docx,Survey,auxiliary; survey; source_suffix=arXiv 20240715 西交/武大,267,,,,no,no,yes,yes,yes,3,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,"A Survey of Defenses Against AI-Generated Visual Media: Detection,Disruption, and Authentication",,no,,,,,,"A Survey of Defenses against AI-generated Visual Media- Detection, Disruption, and Authentication",2024,,0.000,,0.000,,0.000
AI-generated image detection algorithm based on classical-quantum hybrid neural network,2026,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=Science China, 2026",268,,,,no,no,yes,yes,yes,5,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,AI-Generated Image Detection Algorithm Based on Classical-Quantum Hybrid Neural Network,curated:211ea83fa8d41c8ec810,no,,,,,,AI-generated image detection algorithm based on classical-quantum hybrid neural network,2026,,0.000,,0.000,,0.000
Light2Lie: Detecting Deepfake Images Using Physical Reflectance Law,2026,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=NDSS, 2026",269,10.14722/ndss.2026.230923,,https://openalex.org/W7160998329,no,no,yes,yes,yes,1,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,doi,Light2Lie: Detecting Deepfake Images Using Physical Reflectance Laws,curated:af017ea331a2238112d7,no,,,SAME_PAPER_TITLE_VARIANT,https://www.ndss-symposium.org/ndss-paper/light2lie-detecting-deepfake-images-using-physical-reflectance-laws/,Official NDSS and DOI metadata confirm plural Laws and all four authors; singular Law is checklist transcription.,Light2Lie: Detecting Deepfake Images Using Physical Reflectance Laws,2026,,0.000,,0.000,,0.000
"""That’s another doom I haven’t thought about"": A User Study on AI Labels as a Safeguard Against Image-Based Misinformation. CHI, 2026",2026,detection,Z_Update_SID_SIA_2026.docx,Detection,,270,10.1145/3772318.3791006,2505.22845,https://openalex.org/W4416604008,no,no,yes,yes,yes,5,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,doi,"""That's Another Doom I Haven't Thought About"": A User Study on AI Labels as a Safeguard Against Image-Based Misinformation",curated:75cbd31c9946c7eb7977,no,,,SAME_PAPER_TITLE_VARIANT,https://api.crossref.org/works/10.1145/3772318.3791006,"Crossref DOI, arXiv identity and nine authors confirm quote/apostrophe and appended CHI citation variants.","""That's Another Doom I Haven't Thought About"": A User Study on AI Labels as a Safeguard Against Image-Based Misinformation",2026,,0.000,,0.000,,0.000
"All Patches Matter, More Patches Better: Enhance AI-Generated Image Detection via Panoptic Patch Learning",2026,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=ICLR, 2026",271,,,,no,no,yes,yes,yes,4,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,"All Patches Matter, More Patches Better: Enhance AI-Generated Image Detection via Panoptic Patch Learning",curated:386ccd052b812587c286,no,,,,,,"All Patches Matter, More Patches Better: Enhance AI-Generated Image Detection via Panoptic Patch Learning",2026,,0.000,,0.000,,0.000
FakeReasoning: Towards Generalizable Forgery Detection and Reasoning,2026,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=TIP, 2026",272,10.1109/tip.2026.3673967,2503.21210,https://openalex.org/W7140634248,no,no,yes,yes,yes,2,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,doi,Toward Generalizable Forgery Detection and Reasoning,curated:038a578e520799c8671e,no,,,EXISTING_CURRENT,https://github.com/PRIS-CV/FakeReasoning; https://arxiv.org/abs/2503.21210,"Official FakeReasoning repository and arXiv 2503.21210 connect checklist title to Toward Generalizable Forgery Detection and Reasoning, TIP 2026. Preserve expanded published author list.",Toward Generalizable Forgery Detection and Reasoning,2026,,0.000,,0.000,,0.000
SynerDetect: Hierarchical Synergistic Learning for Generalizable AI-Generated Image Detection,2026,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=AAAI, 2026",273,,,,no,no,yes,yes,yes,3,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,SynerDetect: Hierarchical Synergistic Learning for Generalizable AI-Generated Image Detection,curated:ec9e2d806450150723a4,no,,,,,,SynerDetect: Hierarchical Synergistic Learning for Generalizable AI-Generated Image Detection,2026,,0.000,,0.000,,0.000
Self-Supervised AI-Generated Image Detection: A Camera Metadata Perspective,2026,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=TPAMI, 2026",274,,,,no,no,yes,yes,yes,3,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,Self-Supervised AI-Generated Image Detection: A Camera Metadata Perspective,curated:29878fee09624b7d105d,no,,,,,,Self-Supervised AI-Generated Image Detection: A Camera Metadata Perspective,2026,,0.000,,0.000,,0.000
Penny-Wise and Pound-Foolish in AI-Generated Image Detection,2026,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=TPAMI, 2026",275,,,,no,no,yes,yes,yes,3,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,Penny-Wise and Pound-Foolish in AI-Generated Image Detection,,no,,,,,,Penny-Wise and Pound-Foolish in AI-Generated Image Detection,2026,,0.000,,0.000,,0.000
DCNet: Learning Similarity and Spatial Complementary Features for Generalized AI-Generated Image Detection,2026,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=TCSVT, 2026",276,,,,no,no,yes,yes,yes,3,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,DCNet: Learning Similarity and Spatial Complementary Features for Generalized AI-Generated Image Detection,,no,,,,,,DCNet: Learning Similarity and Spatial Complementary Features for Generalized AI-Generated Image Detection,2026,,0.000,,0.000,,0.000
Semantic Distribution and Authenticity Discrepancy Alignment for AI-Generated Image Detection,2026,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=TMM, 2026",277,,,,no,no,yes,yes,yes,4,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,Semantic Distribution and Authenticity Discrepancy Alignment for AI-Generated Image Detection,,no,,,,,,Semantic Distribution and Authenticity Discrepancy Alignment for AI-Generated Image Detection,2026,,0.000,,0.000,,0.000
Adversarial Diffusion Model: Generating High-Quality and Undetectable Images From Scratch,2026,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=TIFS, 2026",278,,,,no,no,yes,yes,yes,1,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,Adversarial Diffusion Model: Generating High-Quality and Undetectable Images from Scratch,curated:17c17b87dfcd355ab1ba,no,,,,,,Adversarial Diffusion Model: Generating High-Quality and Undetectable Images From Scratch,2026,,0.000,,0.000,,0.000
"GReX-Bench: Benchmarking Generalization, Robustness, and Explainability in AI-Generated Image Detection",2026,detection,Z_Update_SID_SIA_2026.docx,Detection,"auxiliary; benchmark; source_suffix=Research Square, 2026",279,,,,yes,yes,yes,yes,yes,2,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,"GReX-Bench: Benchmarking Generalization, Robustness, and Explainability in AI-Generated Image Detection",,no,,,,,,"GReX-Bench: Benchmarking Generalization, Robustness, and Explainability in AI-Generated Image Detection",2026,,0.000,,0.000,,0.000
Transferable Dual-Domain Feature Importance Attack against AI-Generated Image Detector,2026,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=SPL, 2026",280,,,,no,no,yes,yes,yes,4,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,Transferable Dual-Domain Feature Importance Attack Against AI-Generated Image Detector,,no,,,,,,Transferable Dual-Domain Feature Importance Attack against AI-Generated Image Detector,2026,,0.000,,0.000,,0.000
General and Domain-Specific Zero-shot Detection of Generated Images via Conditional Likelihood,2026,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=WACV, 2026",281,,,,no,no,yes,yes,yes,2,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,General and Domain-Specific Zero-Shot Detection of Generated Images via Conditional Likelihood,curated:f105a82454d369e100b9,no,,,,,,General and Domain-Specific Zero-shot Detection of Generated Images via Conditional Likelihood,2026,,0.000,,0.000,,0.000
Training-free Detection of Text-to-video Generations via Over-coherence,2026,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=WACV, 2026",282,,,,no,no,no,no,no,0,no,no,,excluded,excluded,no_action,,,,no,,"[{""created_at"": ""2026-09-08T00:00:00Z"", ""created_by"": ""targeted_reconciliation"", ""doi"": """", ""excluded_from_map"": ""true"", ""excluded_from_public_preview"": ""true"", ""exclusion_id"": ""exclusion-9f5d62eaf196470e9eff250d1e9baba9"", ""is_active"": ""true"", ""metadata_source"": """", ""openalex_url"": """", ""paper_id"": """", ""reason"": ""out_of_scope"", ""restore_note"": """", ""restored_at"": """", ""review_note"": ""Official WACV 2026 proceedings describe text-to-video detection through temporal over-coherence; video-only method is outside generated-image scope. Evidence: https://openaccess.thecvf.com/content/WACV2026/html/Brokman_Training-free_Detection_of_Text-to-video_Generations_via_Over-coherence_WACV_2026_paper.html"", ""source_database"": """", ""title"": ""Training-free Detection of Text-to-video Generations via Over-coherence"", ""year"": ""2026""}]",EXCLUDE,https://openaccess.thecvf.com/content/WACV2026/html/Brokman_Training-free_Detection_of_Text-to-video_Generations_via_Over-coherence_WACV_2026_paper.html,Official WACV 2026 proceedings describe text-to-video detection through temporal over-coherence; video-only method is outside generated-image scope.,Training-free Detection of Text-to-video Generations via Over-coherence,2026,,0.000,,0.000,,0.000
The SAFE Image Authenticity Challenge: Detecting and Localizing Partial and Fully Synthetic Manipulations,2026,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=WACV workshop, 2026",283,10.1109/wacvw68408.2026.00103,,,no,no,yes,yes,yes,2,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,doi,The SAFE Image Authenticity Challenge: Detecting and Localizing Partial and Fully Synthetic Manipulations,curated:f0a62826c32151c731c7,no,,,MISSING_ADD,https://doi.org/10.1109/wacvw68408.2026.00103,Official WACV workshop paper confirms seven authors and 2026 challenge for partial/fully synthetic image detection and localization. Add pending review with no inferred affiliations.,The SAFE Image Authenticity Challenge: Detecting and Localizing Partial and Fully Synthetic Manipulations,2026,,0.000,,0.000,,0.000
Forensic Detection of Generated MRI Imagery Using Autoregressive Modeling and Frequency Analysis,2026,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=WACV workshops, 2026",284,,,,no,no,yes,yes,yes,1,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,Forensic Detection of Generated MRI Imagery Using Autoregressive Modeling and Frequency Analysis,curated:6976641cbfe602a7e617,no,,,,,,Forensic Detection of Generated MRI Imagery Using Autoregressive Modeling and Frequency Analysis,2026,,0.000,,0.000,,0.000
CTForensics: A Comprehensive Dataset and Method for AI-Generated CT Image Detection,2026,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=arXiv, 20260302",285,,,,no,no,yes,yes,yes,4,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,CTForensics: A Comprehensive Dataset and Method for AI-Generated CT Image Detection,curated:a05de778283ed84d3f90,no,,,,,,CTForensics: A Comprehensive Dataset and Method for AI-Generated CT Image Detection,2026,,0.000,,0.000,,0.000
"Prompt-Engineered Detection of AI-Generated Images. New Trends in Intelligent Software Methodologies, Tools and Techniques, 2026",2026,detection,Z_Update_SID_SIA_2026.docx,Detection,,286,10.3233/faia250538,,https://openalex.org/W4414266830,no,no,yes,yes,yes,1,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,doi,Prompt-Engineered Detection of AI-Generated Images,curated:772bb625ccc3e45e8481,no,,,EXISTING_CURRENT,https://api.crossref.org/works/10.3233/faia250538,"Crossref DOI and Ferrara/Galteri establish publication in 2025, not checklist 2026. Existing formal record is current; correct checklist year only.",Prompt-Engineered Detection of AI-Generated Images,2025,,0.000,,0.000,,0.000
Localizing Perceptual Artifacts in Synthetic Images for Image Quality Assessment via Deep-Learning-Based Anomaly Detection,2026,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=Electronics, 2026",287,10.3390/electronics15050916,,,no,no,no,no,no,0,no,no,,excluded,excluded,no_action,,,,no,,"[{""created_at"": ""2026-09-08T00:00:00Z"", ""created_by"": ""targeted_reconciliation"", ""doi"": ""10.3390/electronics15050916"", ""excluded_from_map"": ""true"", ""excluded_from_public_preview"": ""true"", ""exclusion_id"": ""exclusion-e90e9f8a47eb43e2b53702037d6e5fe7"", ""is_active"": ""true"", ""metadata_source"": """", ""openalex_url"": """", ""paper_id"": """", ""reason"": ""out_of_scope"", ""restore_note"": """", ""restored_at"": """", ""review_note"": ""Publisher/Crossref abstract targets perceptual defects for image quality assurance and editing, not forensic origin detection or manipulation localization. Exclude consistently with existing fidelity-only scope decisions. Evidence: https://www.mdpi.com/2079-9292/15/5/916; https://api.crossref.org/works/10.3390/electronics15050916"", ""source_database"": """", ""title"": ""Localizing Perceptual Artifacts in Synthetic Images for Image Quality Assessment via Deep-Learning-Based Anomaly Detection"", ""year"": ""2026""}]",EXCLUDE,https://www.mdpi.com/2079-9292/15/5/916; https://api.crossref.org/works/10.3390/electronics15050916,"Publisher/Crossref abstract targets perceptual defects for image quality assurance and editing, not forensic origin detection or manipulation localization. Exclude consistently with existing fidelity-only scope decisions.",Localizing Perceptual Artifacts in Synthetic Images for Image Quality Assessment via Deep-Learning-Based Anomaly Detection,2026,,0.000,,0.000,,0.000
Transformer Based on Multi-Domain Feature Fusion for AI-Generated Image Detection,2026,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=Electronics, 2026",288,,,,no,no,yes,yes,yes,1,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,Transformer Based on Multi-Domain Feature Fusion for AI-Generated Image Detection,curated:67a6b7828afaed59e1c0,no,,,,,,Transformer Based on Multi-Domain Feature Fusion for AI-Generated Image Detection,2026,,0.000,,0.000,,0.000
"What is Real Anymore? A Solution to Detect Hyper Realistic AI-Generated Imagery. CCWC, 2026",2026,detection,Z_Update_SID_SIA_2026.docx,Detection,,289,10.1109/ccwc67433.2026.11393845,,https://openalex.org/W7131430408,no,no,yes,yes,yes,1,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,doi,What Is Real Anymore? A Solution to Detect Hyper Realistic AI-Generated Imagery,,no,,,SAME_PAPER_TITLE_VARIANT,https://api.crossref.org/works/10.1109/ccwc67433.2026.11393845,"Crossref DOI, five authors and CCWC 2026 confirm appended citation variant.",What Is Real Anymore? A Solution to Detect Hyper Realistic AI-Generated Imagery,2026,,0.000,,0.000,,0.000
FANB-Net: Frequency-Awared Attention and Noise-Injected Boosting for AI-Generated Image Detection. MMM 2026,2026,detection,Z_Update_SID_SIA_2026.docx,Detection,,290,10.1007/978-981-95-6960-1_26,,https://openalex.org/W7127900552,no,no,yes,yes,yes,2,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,doi,FANB-Net: Frequency-Awared Attention and Noise-Injected Boosting for AI-Generated Image Detection,curated:c420495aae5c20e0ea2a,no,,,SAME_PAPER_TITLE_VARIANT,https://api.crossref.org/works/10.1007/978-981-95-6960-1_26,"Crossref DOI, six authors and MMM 2026 confirm punctuation/spacing and appended citation variant.",FANB-Net: Frequency-Awared Attention and Noise-Injected Boosting for AI-Generated Image Detection,2026,,0.000,,0.000,,0.000
Privacy-preserving and zero-shot detection strategies for multimodal AI-generated content,2026,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=Neurocomputing, 2026",291,,,,no,no,yes,yes,yes,1,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,Privacy-Preserving and Zero-Shot Detection Strategies for Multimodal AI-Generated Content,curated:0f774e5d7c63020bdc50,no,,,,,,Privacy-preserving and zero-shot detection strategies for multimodal AI-generated content,2026,,0.000,,0.000,,0.000
Harnessing attention for cropping and fusion in CLIP-based AIGC detection,2026,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=Neurocomputing, 2026",292,,,,no,no,yes,yes,yes,1,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,Harnessing Attention for Cropping and Fusion in CLIP-Based AIGC Detection,,no,,,,,,Harnessing attention for cropping and fusion in CLIP-based AIGC detection,2026,,0.000,,0.000,,0.000
E2GenF: Universal AIGC image detection based on edge enhanced generalizable features,2026,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=PRL, 2026",293,,,,no,no,yes,yes,yes,2,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,E2GenF: Universal AIGC Image Detection Based on Edge Enhanced Generalizable Features,,no,,,,,,E2GenF: Universal AIGC image detection based on edge enhanced generalizable features,2026,,0.000,,0.000,,0.000
Dynamic Ensemble of Deepfake Detectors Conditioned on CLIP Features,2026,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=Computer Vision Winter Workshop, 2026",294,,,,no,no,yes,yes,yes,1,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,Dynamic Ensemble of Deepfake Detectors Conditioned on CLIP Features,curated:980afddea0a156b5020b,no,,,MISSING_ADD,https://cmp.felk.cvut.cz/cvww2026/assets/pdfs/CVWW2026-31-final.pdf,Official CVWW 2026 proceedings and individual paper confirm two authors and still-image generated-content detection across GAN/diffusion generators. Add conference paper pending review.,Dynamic Ensemble of Deepfake Detectors Conditioned on CLIP Features,2026,,0.000,,0.000,,0.000
IoT-Oriented Security for Small Sensor Systems Using DnCNN Denoising and Multimodal Feature Fusion for Image Forgery Detection,2026,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=Sensors, 2026",295,,,,no,no,yes,yes,yes,3,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,IoT-Oriented Security for Small Sensor Systems Using DnCNN Denoising and Multimodal Feature Fusion for Image Forgery Detection,curated:3ea88dc6c3224d22d416,no,,,,,,IoT-Oriented Security for Small Sensor Systems Using DnCNN Denoising and Multimodal Feature Fusion for Image Forgery Detection,2026,,0.000,,0.000,,0.000
"Interpol review of detection of AI-generated image and video deepfakes, 2022-2025",2026,detection,Z_Update_SID_SIA_2026.docx,Detection,"auxiliary; survey; source_suffix=Forensic Science International: Synergy, 2026",296,,,,no,no,yes,yes,yes,2,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,"Interpol Review of Detection of AI-Generated Image and Video Deepfakes, 2022-2025",,no,,,,,,"Interpol review of detection of AI-generated image and video deepfakes, 2022-2025",2026,,0.000,,0.000,,0.000
Forensic Invariant Learning for Synthetic Image Detection: Bridging Benford’s Law and Topological Analysis with Machine Learning Ensembles,2026,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=QPAIN, 2026",297,,,,no,no,yes,yes,yes,2,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,Forensic Invariant Learning for Synthetic Image Detection: Bridging Benford's Law and Topological Analysis with Machine Learning Ensembles,curated:89c6548802e6878c18c8,no,,,,,,Forensic Invariant Learning for Synthetic Image Detection: Bridging Benford’s Law and Topological Analysis with Machine Learning Ensembles,2026,,0.000,,0.000,,0.000
Layer Consistency Matters: Elegant Latent Transition Discrepancy for Generalizable Synthetic Image Detection,2026,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=arXiv, 20260311",298,,,,no,no,yes,yes,yes,1,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,Layer Consistency Matters: Elegant Latent Transition Discrepancy for Generalizable Synthetic Image Detection,curated:3fcd3bc4dd2c9d8c3b80,no,,,,,,Layer Consistency Matters: Elegant Latent Transition Discrepancy for Generalizable Synthetic Image Detection,2026,,0.000,,0.000,,0.000
Adaptive Forensic Feature Refinement via Intrinsic Importance Perception,2026,detection,Z_Update_SID_SIA_2026.docx,Detection,"source_suffix=arXiv, 20260422",299,,,,no,no,yes,yes,yes,3,no,no,,covered_as_map_marker,covered_as_map_marker,no_action,title,Adaptive Forensic Feature Refinement via Intrinsic Importance Perception,,no,,,,,,Adaptive Forensic Feature Refinement via Intrinsic Importance Perception,2026,,0.000,,0.000,,0.000
