priority_rank,mapping_status,priority,triage_status,suggested_action,public_impact,current_mapping_state,known_canonical_institutions,existing_mapping_authors,suggested_author_matches,raw_affiliation_evidence,paper_id,title,year,venue,is_key_paper,is_curated_paper,total_authors,mapped_authors,missing_authors,missing_author_names,marker_count,doi,arxiv_id,openalex_id,url
154,complete,,complete,No mapping action needed,none,confirmed,University of Bergen,Sohail Ahmed Khan; Duc-Tien Dang-Nguyen,,,curated:253c210194ac9348f9e6,CLIPping the Deception: Adapting Vision-Language Models for Universal Deepfake Detection,2024,ACM International Conference on Multimedia Retrieval,true,true,2,2,0,,1,10.1145/3652583.3658035,,W4399418483,https://doi.org/10.1145/3652583.3658035
155,complete,,complete,No mapping action needed,none,confirmed,University of Modena and Reggio Emilia | University of Pisa | Leonardo S.p.A.,Federico Cocchi; Marcella Cornia; Lorenzo Baraldi; Rita Cucchiara | Lorenzo Baraldi; Federico Cocchi | Alessandro Nicolosi,,"University of Modena and Reggio Emilia, Modena, Italy | University of Pisa, Pisa, Italy | Leonardo S.p.A., Rome, Italy",curated:096573f365e37679c445,Contrasting Deepfakes Diffusion via Contrastive Learning and Global-Local Similarities,2024,European Conference on Computer Vision,true,true,5,5,0,,3,10.1007/978-3-031-73036-8_12,,W4404545428,https://doi.org/10.1007/978-3-031-73036-8_12
156,complete,,complete,No mapping action needed,none,confirmed,University of Wisconsin–Madison | University of Michigan,Ashish Hooda; Kassem Fawaz; Somesh Jha | Neal Mangaokar; Ryan Feng; Atul Prakash,,,curated:d740749676417c725798,D4: Detection of Adversarial Diffusion Deepfakes Using Disjoint Ensembles,2024,IEEE/CVF Winter Conference on Applications of Computer Vision,true,true,6,6,0,,2,10.1109/wacv57701.2024.00377,,W4394592995,https://doi.org/10.1109/wacv57701.2024.00377
157,complete,,complete,No mapping action needed,none,confirmed,"Beijing Jiaotong University | University of Nevada, Reno | The Chinese University of Hong Kong, Shenzhen",Chuangchuang Tan; RenShuai Tao; Huan Liu; Yao Zhao; Yunchao Wei | Ping Liu | Baoyuan Wu,,"Institute of Information Science, Beijing Jiaotong University, China; Beijing Key Laboratory of Advanced Information Science and Network Technology, China | CSE department, University of Nevada, Reno, USA | School of Data Science, The Chinese University of Hong Kong, Shenzhen (CUHK-Shenzhen), China",openalex:W4392737360,Data-Independent Operator: A Training-Free Artifact Representation Extractor for Generalizable Deepfake Detection,2024,arXiv,true,false,7,7,0,,3,10.48550/arxiv.2403.06803,2403.06803,W4392737360,https://openalex.org/W4392737360
158,complete,,complete,No mapping action needed,none,confirmed,Reichman University,Sergey Sinitsa; Ohad Fried,,Reichman University,curated:04932cb03f767948ddf4,Deep Image Fingerprint: Towards Low Budget Synthetic Image Detection and Model Lineage Analysis,2024,IEEE/CVF Winter Conference on Applications of Computer Vision,true,true,2,2,0,,1,10.1109/wacv57701.2024.00402,2303.10762,W4394597038,https://doi.org/10.1109/wacv57701.2024.00402
159,complete,,complete,No mapping action needed,none,confirmed,ISTI-CNR | CNIT | Universitas Mercatorum | NVIDIA AI Technology Center Italy,Davide Alessandro Coccomini; Claudio Gennaro; Giuseppe Amato; Fabrizio Falchi | Roberto Caldelli | Giuseppe Fiameni,,"Istituto di Scienza e Tecnologie dell'Informazione ""A. Faedo"", Consiglio Nazionale delle Ricerche, Pisa, Italy | CNIT, Florence, Italy | Universitas Mercatorum, Rome, Italy | NVIDIA AI Technology Center, Italy",openalex:W4393063559,Deepfake Detection Without Deepfakes: Generalization via Synthetic Frequency Patterns Injection,2024,arXiv,true,false,6,6,0,,4,10.48550/arxiv.2403.13479,2403.13479,W4393063559,https://openalex.org/W4393063559
160,complete,,complete,No mapping action needed,none,confirmed,BASIS International School Nanjing | Georgetown University,Yuming Chen | Maryam Yashtini,,"Basis International School Naning | Department of Mathematics and Statistics, Georgetown University, Washington DC, USA",openalex:W4407129617,Detecting AI Generated Images Through Texture and Frequency Analysis of Patches,2024,"2024 4th International Conference on Artificial Intelligence, Virtual Reality and Visualization",true,false,2,2,0,,2,10.1109/aivrv63595.2024.10860248,,W4407129617,https://doi.org/10.1109/aivrv63595.2024.10860248
161,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W4394891207,Detecting AI-Generated Images via CLIP,2024,Research Square,true,false,3,3,0,,2,10.21203/rs.3.rs-4259468/v1,2404.08788,W4394891207,https://doi.org/10.21203/rs.3.rs-4259468/v1
162,complete,,complete,No mapping action needed,none,confirmed,Université Grenoble Alpes | French National Centre for Scientific Research | Grenoble INP,Ji Li; Kai Wang,,"Univ. Grenoble Alpes, CNRS, GIPSA-lab (France) | GIPSA-ACTIV - GIPSA - Apprentissage, Classification, Traitement d'Images et de Vidéos (GIPSA-lab, 11 rue des Mathématiques, Grenoble Campus BP46, F-38402 SAINT MARTIN D'HERES CEDEX - France) | Univ. Grenoble Alpes, CNRS, Grenoble INP, GIPSA-lab, 38000 Grenoble, France",curated:3864d12fe8df7b9cb19c,Detecting Computer-Generated Images by Using Only Real Images,2024,International Conference on Machine Vision,true,true,2,2,0,,3,10.1117/12.3055092,,W4403972496,https://doi.org/10.1117/12.3055092
163,complete,,complete,No mapping action needed,none,confirmed,University of Waterloo,Jonathan Gallagher; William Pugsley,,,openalex:W4399911107,Development of a Dual-Input Neural Model for Detecting AI-Generated Imagery,2024,arXiv,true,false,2,2,0,,1,10.48550/arxiv.2406.13688,2406.13688,W4399911107,https://openalex.org/W4399911107
164,complete,,complete,No mapping action needed,none,confirmed,Friedrich-Alexander-Universität Erlangen-Nürnberg | University of Naples Federico II,Lea Uhlenbrock; Denise Moussa; Christian Rieß | Davide Cozzolino; Luisa Verdoliva,,"Friedrich-Alexander University Erlangen-Nürnberg, Erlangen, Germany | Università degli Studi di Napoli Federico II, Naples, Italy",curated:19c7b91816312d2877c9,Did You Note My Palette? Unveiling Synthetic Images Through Color Statistics,2024,ACM Workshop on Information Hiding and Multimedia Security,true,true,5,5,0,,2,10.1145/3658664.3659652,,W4399556631,https://doi.org/10.1145/3658664.3659652
165,complete,,complete,No mapping action needed,none,confirmed,"Yonsei University, Sinchon Campus | Purdue University | Miraflow | TrueMedia.org",Yewon Lim; Changyeon Lee | Yewon Lim; Changyeon Lee; Aerin Kim | Aerin Kim; Oren Etzioni,,"Department of Computer Science and Engineering, Yonsei University, Seoul, Republic of Korea | Computer and Information Technology, Purdue University, West Lafayette, IN, United States | Miraflow, Kirkland, WA, United States | TrueMedia.org, Seattle, WA, United States",curated:87ef976b546206fde199,"DistilDIRE: A Small, Fast, Cheap and Lightweight Diffusion Synthesized Deepfake Detection",2024,International Conference on Machine Learning,true,true,4,4,0,,4,10.48550/arxiv.2406.00856,2406.00856,W4399399328,https://openreview.net/pdf?id=OiPHxdXei1
166,complete,,complete,No mapping action needed,none,confirmed,Alibaba Group | Shenzhen Campus of Sun Yat-sen University,Baoying Chen; Jishen Zeng; Rui Yang | Jianquan Yang,,"Alibaba Group | School of Cyber Science and Technology, Shenzhen Campus of Sun Yat-sen University, Shenzhen, China",curated:3c8696103d9d5e608281,DRCT: Diffusion Reconstruction Contrastive Training Towards Universal Detection of Diffusion Generated Images,2024,International Conference on Machine Learning,true,true,4,4,0,,2,,,,https://openreview.net/pdf?id=oRLwyayrh1
167,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W4394624427,Enhancing the Generalization of Synthetic Image Detection Models Through the Exploration of Features in Deep Detection Models,2024,Iranian/3rd International Machine Vision and Image Processing Conference,true,false,3,3,0,,2,10.1109/mvip62238.2024.10491148,,W4394624427,https://doi.org/10.1109/mvip62238.2024.10491148
168,complete,,complete,No mapping action needed,none,confirmed,Centre for Research and Technology Hellas (CERTH) | French National Centre for Scientific Research | Paris-Saclay University | Centre Borelli | Agence France-Presse | ENS Paris-Saclay,Dimitrios Karageorgiou; Symeon Papadopoulos | Quentin Bammey | Valentin Porcellini; Bertrand Goupil; Denis Teyssou,,"Information Technologies Institute, CERTH, Greece | CNRS | Université Paris-Saclay, ENS Paris-Saclay | Centre Borelli | Agence France-Presse, France | Université Paris-Saclay, ENS Paris-Saclay, CNRS, Centre Borelli, France",curated:3312da81174f7d411081,Evolution of Detection Performance Throughout the Online Lifespan of Synthetic Images,2024,European Conference on Computer Vision,true,true,6,6,0,,9,10.1007/978-3-031-92648-8_24,,W4410888267,https://doi.org/10.1007/978-3-031-92648-8_24
169,complete,,complete,No mapping action needed,none,confirmed,University of Naples Federico II,Vincenzo De Rosa; Fabrizio Guillaro; Giovanni Poggi; Davide Cozzolino; Luisa Verdoliva,,"University Federico II of Naples, Italy",openalex:W4405845641,Exploring the Adversarial Robustness of CLIP for AI-generated Image Detection,2024,IEEE International Workshop on Information Forensics and Security,true,false,5,5,0,,1,10.1109/wifs61860.2024.10810719,2407.19553,W4405845641,https://doi.org/10.1109/wifs61860.2024.10810719
170,complete,,complete,No mapping action needed,none,confirmed,Fraunhofer Institute for Industrial Mathematics ITWM | Offenburg University of Applied Sciences | University of Mannheim,Patrick Grommelt; Louis Weiss; Franz-Josef Pfreundt | Patrick Grommelt; Louis Weiss; Janis Keuper | Janis Keuper,,"Competence Center High Performance Computing, Fraunhofer ITWM, Kaiserslautern, Germany | Institute of Machine Learning and Analysis (IMLA), Offenburg University, Offenburg, Germany | University of Mannheim, Mannheim, Germany",curated:7e8fbc2874cf4cebfcc9,Fake or JPEG? Revealing Common Biases in Generated Image Detection Datasets,2024,European Conference on Computer Vision,true,true,4,4,0,,3,10.1007/978-3-031-92089-9_6,2403.17608,W4410706528,https://doi.org/10.1007/978-3-031-92089-9_6
171,complete,,complete,No mapping action needed,none,confirmed,Massachusetts Institute of Technology | Google Research,George Cazenavette | Avneesh Sud; Thomas Leung; Ben Usman,,Massachusetts Institute of Technology | Google Research,curated:1eef07ebb6bd7e596f61,FakeInversion: Learning to Detect Images from Unseen Text-to-Image Models by Inverting Stable Diffusion,2024,IEEE/CVF Conference on Computer Vision and Pattern Recognition,true,true,4,4,0,,2,10.1109/cvpr52733.2024.01023,2406.08603,W4402726899,https://doi.org/10.1109/cvpr52733.2024.01023
172,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W4405021796,FAMSeC: A Few-Shot-Sample-Based General AI-Generated Image Detection Method,2024,IEEE Signal Processing Letters,true,false,5,5,0,,3,10.1109/lsp.2024.3511421,2410.13156,W4405021796,https://doi.org/10.1109/lsp.2024.3511421
173,complete,,complete,No mapping action needed,none,confirmed,Sapienza University of Rome,Romeo Lanzino; Federico Fontana; Anxhelo Diko; Marco Raoul Marini; Luigi Cinque,,"Department of Computer Science, Sapienza University of Rome, Via Salaria 113, 00198 Rome, Italy",curated:25c76f83f95efc6207a4,Faster Than Lies: Real-Time Deepfake Detection Using Binary Neural Networks,2024,IRIS Research product catalog (Sapienza University of Rome),true,true,5,5,0,,1,10.1109/cvprw63382.2024.00381,,W4402916679,https://doi.org/10.1109/cvprw63382.2024.00381
174,complete,,complete,No mapping action needed,none,confirmed,Polytechnic University of Hauts-de-France | University of Rennes | Sorbonne University Abu Dhabi,Mamadou Keita; Hessen Bougueffa Eutamene; Abdelmalik Taleb-Ahmed | Wassim Hamidouche | Abdenour Hadid,,"Laboratory of IEMN, Univ. Polytechnique Hauts-de-France, Valenciennes, France | Univ. Rennes, INSA Rennes, CNRS, IETR - UMR 6164, Rennes, France | Sorbonne Center for Artificial Intelligence, Sorbonne University Abu Dhabi, Abu Dhabi, UAE",curated:ce200a9a7aa3dee36fc7,FIDAVL: Fake Image Detection and Attribution Using Vision-Language Model,2024,27th International Conference on Pattern Recognition (ICPR),true,true,5,5,0,,3,10.1007/978-3-031-78305-0_11,2409.03109,W4404943083,https://doi.org/10.1007/978-3-031-78305-0_11
175,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W4402753859,Forgery-aware Adaptive Transformer for Generalizable Synthetic Image Detection,2024,IEEE/CVF Conference on Computer Vision and Pattern Recognition,true,false,6,6,0,,2,10.1109/cvpr52733.2024.01024,2312.16649,W4402753859,https://doi.org/10.1109/cvpr52733.2024.01024
176,complete,,complete,No mapping action needed,none,confirmed,Singapore University of Technology and Design,Chandler Timm Doloriel; Ngai-Man Cheung,,,curated:c9485f4d5346304272f2,Frequency Masking for Universal Deepfake Detection,2024,"IEEE International Conference on Acoustics, Speech and Signal Processing",true,true,2,2,0,,1,10.1109/icassp48485.2024.10446290,2401.06506,W4392904043,https://doi.org/10.1109/icassp48485.2024.10446290
177,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W4405895672,High-Resolution Network-Based Multi-Feature Fusion for Generalized Forgery Detection,2024,Multimedia Systems,true,false,5,5,0,,1,https://doi.org/10.1007/s00530-024-01626-z,,W4405895672,https://doi.org/10.1007/s00530-024-01626-z
178,complete,,complete,No mapping action needed,none,confirmed,Rutgers University | Sony AI | University of Massachusetts Amherst,Zhenting Wang; Dimitris N. Metaxas | Vikash Sehwag; Chen Chen; Lingjuan Lyu | Shiqing Ma,,Rutgers University | Sony Ai | University of Massachusetts at Amherst,curated:b65aca5f04f1f41ad725,How to Trace Latent Generative Model Generated Images Without Artificial Watermark?,2024,International Conference on Machine Learning,true,true,6,6,0,,3,10.48550/arxiv.2405.13360,2405.13360,W4398795245,https://openreview.net/pdf?id=TwZ2sY6eJj
179,complete,,complete,No mapping action needed,none,confirmed,Queen Mary University of London | AI Foundation and Algorithm Lab | HSE University | Noeon Research | Skolkovo Institute of Science and Technology | CNRS | St. Petersburg Department of the Steklov Institute of Mathematics | University College London | Paris Cité University,Tatiana Gaintseva; Greg Slabaugh | Laida Kushnareva; Irina Piontkovskaya | German Magai | Serguei Barannikov | Sergey Nikolenko | Martin Benning,,"Digital Environment Research Institute, Queen Mary University of London, UK | AI Foundation and Algorithm Lab, Russia | HSE University, Russia | Noeon Research, Japan | Skolkovo Institute of Science and Technology, Russia | CNRS, Université Paris Cité, France | St. Petersburg Department of the Steklov Institute of Mathematics, Russia | Department of Computer Science, University College London, UK",curated:fa317ff4ccce609227c0,Improving Interpretability and Robustness for the Detection of AI-Generated Images,2024,arXiv,true,true,8,8,0,,9,10.48550/arxiv.2406.15035,2406.15035,W4399991031,https://openalex.org/W4399991031
180,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W4401287425,IPD-Net: Detecting AI-Generated Images via Inter-Patch Dependencies,2024,International Journal of Advanced Computer Science and Applications,true,false,4,4,0,,2,10.14569/ijacsa.2024.01507133,,W4401287425,https://doi.org/10.14569/ijacsa.2024.01507133
181,complete,,complete,No mapping action needed,none,confirmed,Centre for Research and Technology Hellas (CERTH),Christos Koutlis; Symeon Papadopoulos,,"CERTH-ITI Thessaloniki, Greece",curated:f4dc0d6926d1f0237453,Leveraging Representations from Intermediate Encoder-Blocks for Synthetic Image Detection,2024,European Conference on Computer Vision,true,true,2,2,0,,1,10.1007/978-3-031-73220-1_23,2402.19091,W4404002774,https://doi.org/10.1007/978-3-031-73220-1_23
