title,year,authors,doi,arxiv_id,openalex_url,paper_url,expected_task,source_doc,section,notes,openalex_link_status,openalex_link_reason,search_strategy_used,candidate_source_query,title_similarity,candidate_title,candidate_year,candidate_openalex_url,candidate_doi,candidate_paper_url,enriched_openalex_url,enriched_doi,enriched_paper_url
Parents and Children: Distinguishing Multimodal Deepfakes from Natural Images,2024,"Roberto Amoroso, Davide Morelli, Marcella Cornia, Lorenzo Baraldi, Alberto Del Bimbo, Rita Cucchiara.",10.1145/3665497,,,https://dl.acm.org/doi/pdf/10.1145/3665497,detection,Z_Update_SID-2018-2025.docx,Detection | Dataset,source_suffix=TOMM. 2024; auxiliary; dataset,linked_to_openalex,"exact normalized title; similarity 1.000; year difference 0. 2 strong candidates were found; selected the best by title similarity, year distance, DOI, paper URL, citation count, then OpenAlex result order.",search,Parents and Children Distinguishing Multimodal Deepfakes from Natural Images,1.000,Parents and Children: Distinguishing Multimodal Deepfakes from Natural Images,2024,https://openalex.org/W4398184526,10.1145/3665497,https://doi.org/10.1145/3665497,https://openalex.org/W4398184526,10.1145/3665497,https://doi.org/10.1145/3665497
Mastering Deepfake Detection: A Cutting-edge Approach to Distinguish GAN and Diffusion-model Images,2024,"Luca Guarnera, Oliver Giudice, Sebastiano Battiato. Italy",10.1145/3652027,,,https://dl.acm.org/doi/pdf/10.1145/3652027,detection,Z_Update_SID-2018-2025.docx,Detection,source_suffix=TOMM. 2024,linked_to_openalex,exact normalized title; similarity 1.000; year difference 0.,search,Mastering Deepfake Detection A Cutting-edge Approach to Distinguish GAN and Diffusion-model Images,1.000,Mastering Deepfake Detection: A Cutting-edge Approach to Distinguish GAN and Diffusion-model Images,2024,https://openalex.org/W4392623241,10.1145/3652027,https://doi.org/10.1145/3652027,https://openalex.org/W4392623241,10.1145/3652027,https://doi.org/10.1145/3652027
Unsupervised Generative Fake Image Detector,2024,"Tong Qiao, Hang Shao, Shichuang Xie, and Ran Shi.",,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10487975,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=TCSVT, 2024",linked_to_openalex,exact normalized title; similarity 1.000; year difference 0.,search,Unsupervised Generative Fake Image Detector,1.000,Unsupervised Generative Fake Image Detector,2024,https://openalex.org/W4393379633,10.1109/tcsvt.2024.3383833,https://doi.org/10.1109/tcsvt.2024.3383833,https://openalex.org/W4393379633,10.1109/tcsvt.2024.3383833,https://doi.org/10.1109/tcsvt.2024.3383833
CSC-Net: Cross-Color Spatial Co-Occurrence Matrix Network for Detecting Synthesized Fake Images,2024,"Tong Qiao, Yuxing Chen, Xiaofei Zhou, Ran Shi, Hang Shao, Kunye Shen, and Xiangyang Luo. TCDS, 2024.",,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10121791,detection,Z_Update_SID-2018-2025.docx,Detection,,linked_to_openalex,exact normalized title; similarity 1.000; year difference 1.,search,CSC-Net Cross-Color Spatial Co-Occurrence Matrix Network for Detecting Synthesized Fake Images,1.000,CSC-Net: Cross-Color Spatial Co-Occurrence Matrix Network for Detecting Synthesized Fake Images,2023,https://openalex.org/W4376461282,10.1109/tcds.2023.3274450,https://doi.org/10.1109/tcds.2023.3274450,https://openalex.org/W4376461282,10.1109/tcds.2023.3274450,https://doi.org/10.1109/tcds.2023.3274450
CIFAKE: Image Classification and Explainable Identification of AI-Generated Synthetic Images,2024,"Jordan J. Bird, Ahmad Lotfi. IEEE Access, 2024.",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,,linked_to_openalex,"exact normalized title; similarity 1.000; year difference 0. 2 strong candidates were found; selected the best by title similarity, year distance, DOI, paper URL, citation count, then OpenAlex result order.",search,CIFAKE Image Classification and Explainable Identification of AI-Generated Synthetic Images,1.000,CIFAKE: Image Classification and Explainable Identification of AI-Generated Synthetic Images,2024,https://openalex.org/W4391019749,10.1109/access.2024.3356122,https://doi.org/10.1109/access.2024.3356122,https://openalex.org/W4391019749,10.1109/access.2024.3356122,https://doi.org/10.1109/access.2024.3356122
Advanced Detection of AI-Generated Images Through Vision Transformers,2024,"Lamichhane, Darshan",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=IEEE Access, 2024",linked_to_openalex,"exact normalized title; similarity 1.000; year difference 0. 2 strong candidates were found; selected the best by title similarity, year distance, DOI, paper URL, citation count, then OpenAlex result order.",search,Advanced Detection of AI-Generated Images Through Vision Transformers,1.000,Advanced Detection of AI-Generated Images Through Vision Transformers,2024,https://openalex.org/W4405778887,10.1109/access.2024.3522759,https://doi.org/10.1109/access.2024.3522759,https://openalex.org/W4405778887,10.1109/access.2024.3522759,https://doi.org/10.1109/access.2024.3522759
MMGANGuard: A Robust Approach for Detecting Fake Images Generated by GANs Using Multi-Model Techniques,2024,Syed Ali Raza; Usman Habib; Muhammad Usman; Adeel Ashraf Cheema; Muhammad Sajid Khan,,,,https://ieeexplore.ieee.org/document/10508385/authors,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=IEEE Access, 2024",linked_to_openalex,exact normalized title; similarity 1.000; year difference 0.,search,MMGANGuard A Robust Approach for Detecting Fake Images Generated by GANs Using Multi-Model Techniques,1.000,MMGANGuard: A Robust Approach for Detecting Fake Images Generated by GANs Using Multi-Model Techniques,2024,https://openalex.org/W4395447483,10.1109/access.2024.3393842,https://doi.org/10.1109/access.2024.3393842,https://openalex.org/W4395447483,10.1109/access.2024.3393842,https://doi.org/10.1109/access.2024.3393842
Enhancing Interpretability in AI-Generated Image Detection with Genetic Programming,2024,"Mingqian Lin, Lin Shang, Xiaoying Gao. ICDM Workshop, 2024.",,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10411549,detection,Z_Update_SID-2018-2025.docx,Detection,,linked_to_openalex,exact normalized title; similarity 1.000; year difference 1.,search,Enhancing Interpretability in AI-Generated Image Detection with Genetic Programming,1.000,Enhancing Interpretability in AI-Generated Image Detection with Genetic Programming,2023,https://openalex.org/W4391557868,10.1109/icdmw60847.2023.00053,https://doi.org/10.1109/icdmw60847.2023.00053,https://openalex.org/W4391557868,10.1109/icdmw60847.2023.00053,https://doi.org/10.1109/icdmw60847.2023.00053
MDTL-NET: Computer-generated image detection based on multi-scale deep texture learning,2024,"Qiang Xu, Shan Jia, Xinghao Jiang, Tanfeng Sun, Zhe Wang, and Hong Yan. Expert Systems with Applications, 2024.",,,,https://www.sciencedirect.com/science/article/pii/S0957417424002331,detection,Z_Update_SID-2018-2025.docx,Detection,,linked_to_openalex,exact normalized title; similarity 1.000; year difference 0.,search,MDTL-NET Computer-generated image detection based on multi-scale deep texture learning,1.000,MDTL-NET: Computer-generated image detection based on multi-scale deep texture learning,2024,https://openalex.org/W4391433395,10.1016/j.eswa.2024.123368,https://doi.org/10.1016/j.eswa.2024.123368,https://openalex.org/W4391433395,10.1016/j.eswa.2024.123368,https://doi.org/10.1016/j.eswa.2024.123368
Did You Note My Palette? Unveiling Synthetic Images Through Color Statistics,2024,"Lea Uhlenbrock, Davide Cozzolino, Denise Moussa, Luisa Verdoliva, and Christian Riess. IH&MMSec, 2024.",10.1145/3658664.3659652,,,https://dl.acm.org/doi/pdf/10.1145/3658664.3659652,detection,Z_Update_SID-2018-2025.docx,Detection,,linked_to_openalex,exact normalized title; similarity 1.000; year difference 0.,search,Did You Note My Palette Unveiling Synthetic Images Through Color Statistics,1.000,Did You Note My Palette? Unveiling Synthetic Images Through Color Statistics,2024,https://openalex.org/W4399556631,10.1145/3658664.3659652,https://doi.org/10.1145/3658664.3659652,https://openalex.org/W4399556631,10.1145/3658664.3659652,https://doi.org/10.1145/3658664.3659652
Whodunit: Detection and Attribution of Synthetic Images by Leveraging Model-specific Fingerprints,2024,"Alexander Wißmann, Steffen Zeiler, Robert M. Nickel, Dorothea Kolossa. MAD Workshop, 2024.",10.1145/3643491.3660280,,,https://dl.acm.org/doi/pdf/10.1145/3643491.3660280,detection_and_source_attribution,Z_Update_SID-2018-2025.docx,Detection,,linked_to_openalex,exact normalized title; similarity 1.000; year difference 0.,search,Whodunit Detection and Attribution of Synthetic Images by Leveraging Model-specific Fingerprints,1.000,Whodunit: Detection and Attribution of Synthetic Images by Leveraging Model-specific Fingerprints,2024,https://openalex.org/W4399261595,10.1145/3643491.3660280,https://doi.org/10.1145/3643491.3660280,https://openalex.org/W4399261595,10.1145/3643491.3660280,https://doi.org/10.1145/3643491.3660280
Enhancing the Generalization of Synthetic Image Detection Models through the Exploration of Features in Deep Detection Models,2024,"Alireza Hajabdollah Javaheri, Hossein Motamednia, Ahmad Mahmoudi-Azanveh. MVIP, 2024.",,,,https://ieeexplore.ieee.org/abstract/document/10491148,detection,Z_Update_SID-2018-2025.docx,Detection,,linked_to_openalex,exact normalized title; similarity 1.000; year difference 0.,search,Enhancing the Generalization of Synthetic Image Detection Models through the Exploration of Features in Deep Detection Models,1.000,Enhancing the Generalization of Synthetic Image Detection Models through the Exploration of Features in Deep Detection Models,2024,https://openalex.org/W4394624427,10.1109/mvip62238.2024.10491148,https://doi.org/10.1109/mvip62238.2024.10491148,https://openalex.org/W4394624427,10.1109/mvip62238.2024.10491148,https://doi.org/10.1109/mvip62238.2024.10491148
"Fake-GPT: Detecting Fake Image via Large Language Model. PRCV, 2024",2024,"Yuming Fan, Dongming Yang, Jiguang Zhang, Bang Yang, and Yuexian Zou",10.1007/978-981-97-8685-5_9,,,https://link.springer.com/content/pdf/10.1007/978-981-97-8685-5_9,detection,Z_Update_SID-2018-2025.docx,Detection,,not_found_in_openalex,No plausible title match; best similarity was 0.381.,search,Fake-GPT Detecting Fake Image via Large Language Model PRCV 2024,0.381,VidGuard-R1: AI-Generated Video Detection and Explanation via Reasoning MLLMs and RL,2025,https://openalex.org/W4414928227,10.48550/arxiv.2510.02282,http://arxiv.org/abs/2510.02282,,,
A guided-based approach for deepfake detection: RGB-depth integration via features fusion,2024,"Giorgio Leporoni, Luca Maiano, Lorenzo Papa, Irene Amerini. PRL, 2024.",,,,https://pdf.sciencedirectassets.com/271524/1-s2.0-S0167865524X00045/1-s2.0-S0167865524000990/main.pdf?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEIb%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaCXVzLWVhc3QtMSJGMEQCIAE0GbGcWLuZXLcyajTH%2BBP4ZOg5MurQSV1%2FdpW1K3d4AiA5aVMIX0pxtEZQhNJYS72xZBNLiGc%2BQqiEbAFIuY9bSSq8BQi%2F%2F%2F%2F%2F%2F%2F%2F%2F%2F%2F8BEAUaDDA1OTAwMzU0Njg2NSIMWzWD2%2BxBxFhErgErKpAFlMspQfiNyxRm2Q12r8X4%2FFxzOws7KG3xnr85RYj2BNwoB0fxDYJiQM2YYkkiBSkiLMOfebczo8yBlUfSubBi%2BpBw2CWtvrhCbh6u7CQ2gXP2Yx%2FVEyjPJ3o2HQ9huhuYEfRlfhjMk4SR0tM7zEwl11uGaYcNdWlh45XFrUNYs6hUsKKQVQlBnV991SJuKI6lxN0GagGaLN46YOWOFQuY9rxy6Slt21M0G%2FDy1zzoh%2BqLFOgd3TXbrh0NWPtB5b%2FFhzjyBd4%2BfwuwR70lMHzQ0M8ZN5o6WJqScgiLKqiXKZ2BE6%2BbaAkif%2FAla%2F5eYI%2BCMMf90HF2zo41vTLg7WnaU0uUelKjXPAQf5Vdm3K8H8%2B02251VtOUiWdBClsWSeKgPf0XJbDpNSvDPqKBm6Xz6e4Vz%2F19%2BuuLfkOXcVkUpVNyXzBkQY2w1HQ%2FkiJ2%2Bv08mH8J%2F3P0GBcgsZevVkP2bJ%2BaO2v0cej0N3MbLBc%2BmDDsblOpxWohAl7tX5mNMbh%2BHq8pR1sODxTRbW6KWMTaj6Z01dNBZRzBw8K6p57hfByaUemK%2BtIqqXlvsRONJ1QuxHjufOtLJ1BpIA5sOpHrWfILVvGgimoWV%2FO7EI%2F4uH%2FGY7QaLhbETBVm5qFRiYNvah9fDsMl8WUO%2BSk3qtuEu2pz5GLl3T1WWw4XsJ5TogGED4vIxSL7%2FLjTB0pfGKkL5%2Filbf5QJ%2FyX4Pa5scvjs5j8BKO5uM93WmpPDWIJjgNuhAp0nHHvyWVNJ0K%2FSid1iT9jMbT77tAYSqvlFGnpa55l1AAKER%2FoLBAcMg9AHhmtyCh%2F%2BqG2FAXS6Y1i1HhZZx%2BhR0vKz4BFZbpniT4%2B03MRDm7f5YixjvXtARlmVywwstrFtwY6sgGOIzZe2eNlzfpERTNBlU7nHq4N1fHNDhb3DKLIfirXuq%2FdD1Xwc%2FTqx979noNH4RzJqjukhxnG6NP6kxQGXviQjsw9%2BPiK8AnD1Vi7w8RXH5tn5HVybbM1ajVEyRbzu6mqjqz8iwj%2FUpJFu07S0%2FYZZ9SUkmQp5iG0nf8Wzi8h80mTAqWN%2BDjKG7d45OqnHYn4zAAOVvYnxBmXNXWw%2Bbd5fiYWKUu3Z%2Bl0dOU2X0SPDKGU&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20240923T144638Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=ASIAQ3PHCVTYX6QG5R2B%2F20240923%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=ce5b612352ed734b3a5380b0408039432dc8431e4db57f4c6cb66b8599533761&hash=9ff814df1f73f69a3ffffcca3172b5844d30fbef4e8f161b2243db053541a0f5&host=68042c943591013ac2b2430a89b270f6af2c76d8dfd086a07176afe7c76c2c61&pii=S0167865524000990&tid=spdf-1e82cb97-9dba-4710-b431-19a846c5dcff&sid=8c62d7e3697a5348be3a,detection,Z_Update_SID-2018-2025.docx,Detection,,linked_to_openalex,exact normalized title; similarity 1.000; year difference 0.,search,A guided-based approach for deepfake detection RGB-depth integration via features fusion,1.000,A guided-based approach for deepfake detection: RGB-depth integration via features fusion,2024,https://openalex.org/W4393375171,10.1016/j.patrec.2024.03.025,https://doi.org/10.1016/j.patrec.2024.03.025,https://openalex.org/W4393375171,10.1016/j.patrec.2024.03.025,https://doi.org/10.1016/j.patrec.2024.03.025
Addressing Diffusion Model Based Counter-Forensic Image Manipulation for Synthetic Image Detection,2024,"Aryan N Herur, Vaibhav Santhosh, Nishanth Shetty, Chandra Sekhar Seelamantula. India",10.1145/3702250.3702296,,,https://dl.acm.org/doi/pdf/10.1145/3702250.3702296,detection,Z_Update_SID-2018-2025.docx,Detection,,linked_to_openalex,exact normalized title; similarity 1.000; year difference 0.,search,Addressing Diffusion Model Based Counter-Forensic Image Manipulation for Synthetic Image Detection,1.000,Addressing Diffusion Model Based Counter-Forensic Image Manipulation for Synthetic Image Detection,2024,https://openalex.org/W4405945632,10.1145/3702250.3702296,https://doi.org/10.1145/3702250.3702296,https://openalex.org/W4405945632,10.1145/3702250.3702296,https://doi.org/10.1145/3702250.3702296
"Detecting Artificial Intelligence-Generated images via deep trace representations and interactive feature fusion Image Fusion, 2024",2024,"Qiang Xu, Xinghao Jiang, Tanfeng Sun, Hao Wang, Laijin Meng, Hong Yan.",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,,not_found_in_openalex,No plausible title match; best similarity was 0.518.,search,Detecting Artificial Intelligence-Generated images via deep trace representations and interactive feature fusion Image Fusion 2024,0.518,"Explainable artificial intelligence: A survey of needs, techniques, applications, and future direction",2024,https://openalex.org/W4399919514,10.1016/j.neucom.2024.128111,https://doi.org/10.1016/j.neucom.2024.128111,,,
"Detecting AI Generated Images through Texture and Frequency Analysis of Patches AIVRV, 2024",2024,"Yuming Chen, Maryam Yashtini. Basis International School Naning & Georgetown University",,,,https://www.researchgate.net/profile/Maryam-Yashtini-2/publication/387792397_Detecting_AI_Generated_Images_through_Texture_and_Frequency_Analysis_of_Patches/links/677d673218faf13f0c37fc54/Detecting-AI-Generated-Images-through-Texture-and-Frequency-Analysis-of-Patches.pdf,detection,Z_Update_SID-2018-2025.docx,Detection,,not_found_in_openalex,No plausible title match; best similarity was 0.316.,search,Detecting AI Generated Images through Texture and Frequency Analysis of Patches AIVRV 2024,0.316,Visual perception based deep learning transformers for classifying paintings and photographs through feature extraction,2026,https://openalex.org/W7124420140,10.1038/s41598-026-36298-4,https://doi.org/10.1038/s41598-026-36298-4,,,
"IPD-Net: Detecting AI-Generated Images via Inter-Patch Dependencies IJACSA, 2024",2024,"Jiahan Chen, Mengting Lo, Hailiang Liao, Tianlin Huang.",,,,https://thesai.org/Downloads/Volume15No7/Paper_133-IPD_Net_Detecting_AI_Generated_Images.pdf,detection,Z_Update_SID-2018-2025.docx,Detection,,not_found_in_openalex,No plausible title match; best similarity was 0.000.,search,IPD-Net Detecting AI-Generated Images via Inter-Patch Dependencies IJACSA 2024,0.000,人工智能生成图像检测技术综述,2026,https://openalex.org/W7124700339,10.11834/jig.250053,https://doi.org/10.11834/jig.250053,,,
