title,year,risk_score,risk_level,main_reasons,current_institutions,current_countries,current_institution_authors,raw_affiliation_evidence,review_action,notes
A Deepfake Image Detection Method Based on a Multi-Graph Attention Network,2025,0,low,No specific local institution risk signal detected,Chongqing University of Science and Technology,CN,"Chongqing University of Science and Technology: Guorong Chen, Chongling Du, Yu Yuan, Hong Hu, Hongjun Duan, Huazheng Zhu","Guorong Chen: School of Intelligent Technology and Engineering, Chongqing University of Science and Technology, No. 20, Daxuecheng East Road, Shapingba District, Chongqing 401331, China | Chongling Du: School of Intelligent Technology and Engineering, Chongqing University of Science and Technology, No. 20, Daxuecheng East Road, Shapingba District, Chongqing 401331, China | Yu Yuan: School of Intelligent Technology and Engineering, Chongqing University of Science and Technology, No. 20, Daxuecheng East Road, Shapingba District, Chongqing 401331, China | Hong Hu: School of Intelligent Technology and Engineering, Chongqing University of Science and Technology, No. 20, Daxuecheng East Road, Shapingba District, Chongqing 401331, China | Hongjun Duan: School of Intelligent Technology and Engineering, Chongqing University of Science and Technology, No. 20, Daxuecheng East Road, Shapingba District, Chongqing 401331, China | Huazheng Zhu: School of Intelligent Technology and Engineering, Chongqing University of Science and Technology, No. 20, Daxuecheng East Road, Shapingba District, Chongqing 401331, China",No immediate action; retain OpenAlex resolution as fallback metadata.,Heuristic review priority; not a probability or correction
A GAN-based Approach to Detect AI-Generated Images,2023,0,low,No specific local institution risk signal detected,Bowie State University | University of Baltimore,US,"Bowie State University: Galamo Monkam, Jie Yan | University of Baltimore: Weifeng Xu","Galamo Monkam: Bowie State University,Department of Computer Science,Bowie,USA | Department of Computer Science, Bowie State University, Bowie, USA | Weifeng Xu: School of Criminal Justice, University of Baltimore,Baltimore,USA | School of Criminal Justice, University of Baltimore, Baltimore, USA | Jie Yan: Bowie State University,Department of Computer Science,Bowie,USA | Department of Computer Science, Bowie State University, Bowie, USA",No immediate action; retain OpenAlex resolution as fallback metadata.,Heuristic review priority; not a probability or correction
A Novel Deep Learning Approach for Deepfake Image Detection,2022,0,low,No specific local institution risk signal detected,Khwaja Fareed University of Engineering and Information Technology | University of Hafr Al-Batin,PK | SA,"Khwaja Fareed University of Engineering and Information Technology: Ali Raza, Kashif Munir | University of Hafr Al-Batin: Mubarak Almutairi","Ali Raza: Institute of Computer Science, Khwaja Fareed University of Engineering and Information Technology, Rahim Yar Khan 64200, Pakistan | Kashif Munir: Institute of Information Technology, Khawaja Fareed University of Engineering & IT, Rahim Yar Khan 64200, Pakistan | Mubarak Almutairi: College of Computer Science and Engineering, University of Hafr Al Batin, Hafr Alabtin 31991, Saudi Arabia",No immediate action; retain OpenAlex resolution as fallback metadata.,Heuristic review priority; not a probability or correction
A Novel Neural Model based Framework for Detection of GAN Generated Fake Images,2021,0,low,No specific local institution risk signal detected,Amity University,IN,"Amity University: Samaksh Agarwal, Nancy Girdhar, Himanshu Raghav","Samaksh Agarwal: Amity University, Noida, UP, India | Nancy Girdhar: Amity University, Noida, UP, India | Himanshu Raghav: Amity University, Noida, UP, India",No immediate action; retain OpenAlex resolution as fallback metadata.,Heuristic review priority; not a probability or correction
"A Review on Deepfake Image Detection Approaches, Techniques and Methods",2025,0,low,No specific local institution risk signal detected,Sunway University | University of Aleppo,MY | SY,"Sunway University: Jefferson Ng, Muhammed Basheer Jasser, Samuel-Soma M. Ajibade, Hui Na Chua | University of Aleppo: Bayan Issa","Jefferson Ng: Sunway University, No. 5, Jalan Universiti,School of Computing and Artificial Intelligence, Faculty of Engineering and Technology,Bandar Sunway,Selangor Darul Ehsan,Malaysia,47500 | Muhammed Basheer Jasser: Sunway University, No. 5, Jalan Universiti,School of Computing and Artificial Intelligence, Faculty of Engineering and Technology,Bandar Sunway,Selangor Darul Ehsan,Malaysia,47500 | Bayan Issa: University of Aleppo,Faculty of Informatics Engineering,Syria | Samuel-Soma M. Ajibade: Sunway University, No. 5, Jalan Universiti,School of Computing and Artificial Intelligence, Faculty of Engineering and Technology,Bandar Sunway,Selangor Darul Ehsan,Malaysia,47500 | Hui Na Chua: Sunway University, No. 5, Jalan Universiti,School of Computing and Artificial Intelligence, Faculty of Engineering and Technology,Bandar Sunway,Selangor Darul Ehsan,Malaysia,47500",No immediate action; retain OpenAlex resolution as fallback metadata.,Heuristic review priority; not a probability or correction
A robust ensemble model for Deepfake detection of GAN-generated images on social media,2025,0,low,No specific local institution risk signal detected,Dehradun Institute of Technology University | University of Wollongong in Dubai | Middle East University | University of Petroleum and Energy Studies,IN | AE | JO,Dehradun Institute of Technology University: Preeti Sharma | University of Wollongong in Dubai: Manoj Kumar | Middle East University: Manoj Kumar | University of Petroleum and Energy Studies: Hitesh Kumar Sharma,"Preeti Sharma: School of Computing, DIT University, Dehradun, 248009, India | Manoj Kumar: School of Computer Science, FEIS, University of Wollongong in Dubai, Dubai Knowledge Park, Dubai, UAE | Manoj Kumar: MEU Research Unit, Middle East University, Amman, 11831, Jordan | Hitesh Kumar Sharma: School of Computer Science, University of Petroleum and Energy Studies (UPES), Dehradun, 248007, India",No immediate action; retain OpenAlex resolution as fallback metadata.,Heuristic review priority; not a probability or correction
A siamese-based verification system for open-set architecture attribution of synthetic images,2024,0,low,No specific local institution risk signal detected,University of Siena,IT,"University of Siena: Lydia Abady, Jun Wang, Benedetta Tondi, Mauro Barni","Lydia Abady: Department of Information Engineering and Mathematics, University of Siena, Via Roma 56, 53100 Siena, Italy | Jun Wang: Department of Information Engineering and Mathematics, University of Siena, Via Roma 56, 53100 Siena, Italy | Benedetta Tondi: Department of Information Engineering and Mathematics, University of Siena, Via Roma 56, 53100 Siena, Italy | Mauro Barni: Department of Information Engineering and Mathematics, University of Siena, Via Roma 56, 53100 Siena, Italy",No immediate action; retain OpenAlex resolution as fallback metadata.,Heuristic review priority; not a probability or correction
A Survey of Deep Learning-Based Source Image Forensics,2020,0,low,No specific local institution risk signal detected,Beijing Jiaotong University | University of Florence,CN | IT,"Beijing Jiaotong University: Pengpeng Yang, Rongrong Ni, Yao Zhao | University of Florence: Daniele Baracchi, Fabrizio Argenti, Alessandro Piva","Pengpeng Yang: Beijing Key Laboratory of Advanced Information Science and Network Technology, Beijing Jiaotong University, Beijing 100044, China | Institute of Information Science, Beijing Jiaotong University, Beijing 100044, China | Daniele Baracchi: Department of Information Engineering, University of Florence, Via di S. Marta, 3, 50139 Florence, Italy | Rongrong Ni: Beijing Key Laboratory of Advanced Information Science and Network Technology, Beijing Jiaotong University, Beijing 100044, China | Institute of Information Science, Beijing Jiaotong University, Beijing 100044, China | Yao Zhao: Beijing Key Laboratory of Advanced Information Science and Network Technology, Beijing Jiaotong University, Beijing 100044, China | Institute of Information Science, Beijing Jiaotong University, Beijing 100044, China | Fabrizio Argenti: Department of Information Engineering, University of Florence, Via di S. Marta, 3, 50139 Florence, Italy | Alessandro Piva: Department of Information Engineering, University of Florence, Via di S. Marta, 3, 50139 Florence, Italy",No immediate action; retain OpenAlex resolution as fallback metadata.,Heuristic review priority; not a probability or correction
A Survey of Detection and Mitigation for Fake Images on Social Media Platforms,2023,0,low,No specific local institution risk signal detected,GLA University | University of St. Thomas - Minnesota | Gyeongguk National University | Amity University | University of Malta | Sejong University,IN | US | KR | MT,"GLA University: Dilip Kumar Sharma | University of St. Thomas - Minnesota: Bhuvanesh Singh | Gyeongguk National University: Saurabh Agarwal, Ki‐Hyun Jung | Amity University: Saurabh Agarwal | University of Malta: Lalit Garg | Sejong University: Cheonshik Kim","Dilip Kumar Sharma: Department of Computer Engineering and Application, GLA University, Mathura 281406, India | Bhuvanesh Singh: Graduate Software Programs, University of St. Thomas, St. Paul, MN 55105, USA | Saurabh Agarwal: Department of Software Convergence, Andong National University, Andong-si 36729, Republic of Korea | Saurabh Agarwal: Department of Computer Science and Engineering, Amity School of Engineering Technology, Amity University Uttar Pradesh, Noida 201313, India | Lalit Garg: Computer Information Systems, Faculty of Information & Communication Technology, University of Malta, 2080 Msida, Malta | Cheonshik Kim: Department of Computer Engineering, Sejong University, Seoul 05006, Republic of Korea | Ki‐Hyun Jung: Department of Software Convergence, Andong National University, Andong-si 36729, Republic of Korea",No immediate action; retain OpenAlex resolution as fallback metadata.,Heuristic review priority; not a probability or correction
Advancing AI-Generated Image Detection: Enhanced Accuracy through CNN and Vision Transformer Models with Explainable AI Insights,2023,0,low,No specific local institution risk signal detected,Ahsanullah University of Science and Technology | Southeast University,BD,"Ahsanullah University of Science and Technology: Md. Zahid Hossain, Md Rakibul Islam | Southeast University: Farhad Uz Zaman","Md. Zahid Hossain: Ahsanullah University of Science and Technology,Department of CSE,Dhaka,Bangladesh,1208 | Farhad Uz Zaman: Southeast University,Department of CSE,Dhaka,Bangladesh,1208 | Md Rakibul Islam: Ahsanullah University of Science and Technology,Department of CSE,Dhaka,Bangladesh,1208",No immediate action; retain OpenAlex resolution as fallback metadata.,Heuristic review priority; not a probability or correction
AI-enabled image fraud in scientific publications,2022,0,low,No specific local institution risk signal detected,"The University of Sydney | Chinese University of Hong Kong, Shenzhen | Shenzhen Academy of Robotics | Guangxi Medical University | First Affiliated Hospital of GuangXi Medical University",AU | CN,"The University of Sydney: Jinjin Gu, Xinlei Wang, Jing Qiu | Chinese University of Hong Kong, Shenzhen: Chenang Li, Junhua Zhao, Gaoqi Liang | Shenzhen Academy of Robotics: Junhua Zhao | Guangxi Medical University: Weijin Fu | First Affiliated Hospital of GuangXi Medical University: Weijin Fu","Jinjin Gu: School of Electrical and Information Engineering, University of Sydney, Sydney, NSW, Australia | Xinlei Wang: School of Electrical and Information Engineering, University of Sydney, Sydney, NSW, Australia | Chenang Li: School of Science and Engineering, The Chinese University of Hong Kong, Shenzhen, China | Junhua Zhao: Shenzhen Institute of Artificial Intelligence and Robotics for Society (AIRS), Shenzhen, China | Junhua Zhao: School of Science and Engineering, The Chinese University of Hong Kong, Shenzhen, China | Weijin Fu: Department of Urology, The First Affiliated Hospital of Guangxi Medical University, Guangxi, China | Gaoqi Liang: School of Science and Engineering, The Chinese University of Hong Kong, Shenzhen, China | Jing Qiu: School of Electrical and Information Engineering, University of Sydney, Sydney, NSW, Australia",No immediate action; retain OpenAlex resolution as fallback metadata.,Heuristic review priority; not a probability or correction
