title,year,doi,openalex_url,venue,authors,arxiv_id,arxiv_url,arxiv_year,match_status,title_similarity,author_overlap,match_reason,source,manual_review
Osteoinductive ceramics as a synthetic alternative to autologous bone grafting,2010,10.1073/pnas.1003600107,https://openalex.org/W2119763108,Proceedings of the National Academy of Sciences,Huipin Yuan; Hugo Fernandes; Pamela Habibović; Jan de Boer; Ana Barradas; Ad de Ruiter; William R. Walsh; Clemens van Blitterswijk; Joost D. de Bruijn,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Microwave Imaging via Space–Time Beamforming: Experimental Investigation of Tumor Detection in Multilayer Breast Phantoms,2004,10.1109/tmtt.2004.832686,https://openalex.org/W2151211575,IEEE Transactions on Microwave Theory and Techniques,X. Li; Shakti K. Davis; Susan C. Hagness; D.W. vanderWeide; B.D. VanVeen,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Comparative analysis for detecting areas with building damage from several destructive earthquakes using satellite synthetic aperture radar images,2010,10.1117/1.3525581,https://openalex.org/W1972477237,Journal of Applied Remote Sensing,Fumio Yamazaki,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Robust Registration of Multimodal Remote Sensing Images Based on Structural Similarity,2017,10.1109/tgrs.2017.2656380,https://openalex.org/W2589547048,IEEE Transactions on Geoscience and Remote Sensing,Yuanxin Ye; Jie Shan; Lorenzo Bruzzone; Li Shen,2103.16871,https://arxiv.org/abs/2103.16871,2021,linked_to_arxiv,1.000,,Reused an existing valid arXiv identifier; publication year was preserved.,candidate_metadata,true
Functional ultrasound imaging of the brain: theory and basic principles,2013,10.1109/tuffc.2013.2592,https://openalex.org/W2111291288,IEEE Transactions on Ultrasonics Ferroelectrics and Frequency Control,Émilie Macé; Gabriel Montaldo; Bruno-Félix Osmanski; Ivan Cohen; Mathias Fink; Mickaël Tanter,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
The multiRANSAC algorithm and its application to detect planar homographies,2005,10.1109/icip.2005.1530351,https://openalex.org/W2150722677,IEEE International Conference on Image Processing 2005,M. Zuliani; Charles Kenney; B.S. Manjunath,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Detecting moving targets in SAR imagery by focusing,2001,10.1109/7.953237,https://openalex.org/W2133751420,IEEE Transactions on Aerospace and Electronic Systems,James R. Fienup,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
The use of imaging radars for ecological applications—A review,1997,10.1016/s0034-4257(96)00148-4,https://openalex.org/W2075505566,Remote Sensing of Environment,Eric S. Kasischke; John M. Mélack; M.C. Dobson,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Wearable materials with embedded synthetic biology sensors for biomolecule detection,2021,10.1038/s41587-021-00950-3,https://openalex.org/W3175119564,Nature Biotechnology,Peter Q. Nguyen; Luis R. Soenksen; Nina M. Donghia; Nicolaas M. Angenent-Mari; Helena de Puig; Ally Huang; Rose Lee; Shimyn Slomovic; Tommaso Galbersanini; Geoffrey Lansberry; Hani Sallum; Evan M. Zhao; James B. Niemi; James J. Collins,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Splicebuster: A new blind image splicing detector,2015,10.1109/wifs.2015.7368565,https://openalex.org/W2541922885,2015 IEEE International Workshop on Information Forensics and Security (WIFS),Davide Cozzolino; Giovanni Poggi; Luisa Verdoliva,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
"Oil Spill Detection by SAR Images: Dark Formation Detection, Feature Extraction and Classification Algorithms",2008,10.3390/s8106642,https://openalex.org/W2091675249,Sensors,Konstantinos Topouzelis,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
"Molecular afterglow imaging with bright, biodegradable polymer nanoparticles",2017,10.1038/nbt.3987,https://openalex.org/W2767090914,Nature Biotechnology,Qingqing Miao; Chen Xie; Zhen Xu; Yan Lyu; Hongwei Duan; Xiaogang Liu; Jesse V. Jokerst; Kanyi Pu,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Endmember Extraction From Highly Mixed Data Using Minimum Volume Constrained Nonnegative Matrix Factorization,2007,10.1109/tgrs.2006.888466,https://openalex.org/W2101837437,IEEE Transactions on Geoscience and Remote Sensing,Lidan Miao; Hairong Qi,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
An automatic ship and ship wake detection system for spaceborne SAR images in coastal regions,1996,10.1109/36.508418,https://openalex.org/W2034875816,IEEE Transactions on Geoscience and Remote Sensing,K. Eldhuset,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Optoacoustic imaging with synthetic aperture focusing and coherence weighting,2004,10.1364/ol.29.002506,https://openalex.org/W1992841587,Optics Letters,Chao-Kang Liao; Meiji Li; P.-C. Li,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Training Deep Neural Networks for Detecting Drinking Glasses Using Synthetic Images,2017,10.1007/978-3-319-70096-0_37,https://openalex.org/W2766065312,Lecture notes in computer science,Abdul Jabbar; Luke Farrawell; Jake Fountain; Stephan K. Chalup,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
Fast and Robust Matching for Multimodal Remote Sensing Image Registration,2019,10.1109/tgrs.2019.2924684,https://openalex.org/W2887116847,IEEE Transactions on Geoscience and Remote Sensing,Yuanxin Ye; Lorenzo Bruzzone; Jie Shan; Francesca Bovolo; Qing Zhu,1808.06194,https://arxiv.org/abs/1808.06194,2018,linked_to_arxiv,1.000,,Reused an existing valid arXiv identifier; publication year was preserved.,candidate_metadata,true
Self-Calibration and Metric Reconstruction Inspite of Varying and Unknown Intrinsic Camera Parameters,1999,10.1023/a:1008109111715,https://openalex.org/W1489405158,International Journal of Computer Vision,Marc Pollefeys; Reinhard Koch; Luc Van Gool,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
The Maoxian landslide as seen from space: detecting precursors of failure with Sentinel-1 data,2017,10.1007/s10346-017-0915-7,https://openalex.org/W2768074118,Landslides,Emanuele Intrieri; Federico Raspini; Alfio Fumagalli; Ping Lü; Sara Del Conte; Paolo Farina; J. Allievi; A. Ferretti; Nicola Casagli,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
A deep learning approach to detecting volcano deformation from satellite imagery using synthetic datasets,2019,10.1016/j.rse.2019.04.032,https://openalex.org/W2945259314,Remote Sensing of Environment,Nantheera Anantrasirichai; Juliet Biggs; F. Albino; David Bull,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
In vivo imaging of proteolytic enzyme activity using a novel molecular reporter.,2000,,https://openalex.org/W1898110144,PubMed,Ching‐Hsuan Tung; Umar Mahmood; Sebastian Bredow; Ralph Weissleder,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Salt-dissolution-induced subsidence in the Dead Sea area detected by applying interferometric techniques to ALOS Palsar Synthetic Aperture Radar images,2010,10.3166/ga.23.65-78,https://openalex.org/W2015633965,Geodinamica Acta,Damien Closson; Najib Abou Karaki; Nada Milisavljević; Frédéric Hallot; Marc Acheroy,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
"1D inversion of multicomponent, multifrequency marine CSEM data: Methodology and synthetic studies for resolving thin resistive layers",2009,10.1190/1.3058434,https://openalex.org/W2135405592,Geophysics,Kerry Key,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Recent Advances of Hyperspectral Imaging Technology and Applications in Agriculture,2020,10.3390/rs12162659,https://openalex.org/W3075397214,Remote Sensing,Bing Lu; Phuong D. Dao; Jiangui Liu; Yuhong He; Jiali Shang,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Generative Adversarial Networks,2014,10.48550/arxiv.1406.2661,https://openalex.org/W4298289240,arXiv (Cornell University),Ian Goodfellow,1406.2661,https://arxiv.org/abs/1406.2661,2014,linked_to_arxiv,1.000,,Reused an existing valid arXiv identifier; publication year was preserved.,candidate_metadata,true
"Fake news, disinformation and misinformation in social media: a review",2023,10.1007/s13278-023-01028-5,https://openalex.org/W4319983294,Social Network Analysis and Mining,Esma Aı̈meur; Sabrine Amri; Gilles Brassard,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Regulating ChatGPT and other Large Generative AI Models,2023,10.1145/3593013.3594067,https://openalex.org/W4380319827,2023 ACM Conference on Fairness Accountability and Transparency,Philipp Hacker; Andreas Engel; Marco Mauer,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
"Generative AI in Medicine and Healthcare: Promises, Opportunities and Challenges",2023,10.3390/fi15090286,https://openalex.org/W4386141641,Future Internet,Peng Zhang; Maged N. Kamel Boulos,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
"The Power of Generative AI: A Review of Requirements, Models, Input–Output Formats, Evaluation Metrics, and Challenges",2023,10.3390/fi15080260,https://openalex.org/W4385416665,Future Internet,Ajay Bandi; Pydi Venkata Satya Ramesh Adapa; Yudu Eswar Vinay Pratap Kumar Kuchi,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Generative artificial intelligence,2023,10.1007/s12525-023-00680-1,https://openalex.org/W4389359039,Electronic Markets,Leonardo Banh; Gero Strobel,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
"Deep Fakes: A Looming Challenge for Privacy, Democracy, and National Security",2018,10.2139/ssrn.3213954,https://openalex.org/W2883289607,SSRN Electronic Journal,Robert Chesney; Danielle Keats Citron,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
"Generative AI in healthcare: an implementation science informed translational path on application, integration and governance",2024,10.1186/s13012-024-01357-9,https://openalex.org/W4392851477,Implementation Science,Sandeep Reddy,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
AI-enabled image fraud in scientific publications,2022,10.1016/j.patter.2022.100511,https://openalex.org/W4284974950,Patterns,Jinjin Gu; Xinlei Wang; Chenang Li; Junhua Zhao; Weijin Fu; Gaoqi Liang; Jing Qiu,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
Sentiment Analysis for Fake News Detection,2021,10.3390/electronics10111348,https://openalex.org/W3169823389,Electronics,Miguel Á. Alonso; David Vilares; Carlos Gómez‐Rodríguez; Jesús Vilares,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Generative artificial intelligence: a systematic review and applications,2024,10.1007/s11042-024-20016-1,https://openalex.org/W4401587065,Multimedia Tools and Applications,Sandeep Singh Sengar; Affan Bin Hasan; Sanjay Kumar; Fiona Carroll,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Advancing Fake News Detection: Hybrid Deep Learning With FastText and Explainable AI,2024,10.1109/access.2024.3381038,https://openalex.org/W4393170771,IEEE Access,Ehtesham Hashmi; Sule Yildirim Yayilgan; Muhammad Mudassar Yamin; Subhan Ali; Mohamed Abomhara,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Speculative futures on ChatGPT and generative artificial intelligence (AI): A collective reflection from the educational landscape,2023,10.5281/zenodo.7636568,https://openalex.org/W4327672398,Dublin City University Open Access Institutional Repository (Dublin City University),Aras Bozkurt; J. Xiao; Steven Imanuel Lambert; A. Pazurek; H. Crompton; S. Koseoglu; Robert Farrow; Melissa Bond; Chrissi Nerantzi; Selina Honeychurch; Maha Bali; Jon Dron; Kamran Mir; Bonnie Stewart; Eamon Costello; Jon Mason; Christian M. Stracke; E. Romero-Hall; A. Koutropoulos; C. M. Toquero; L. Singh; A. Tlili; Kyungmee Lee; Mark Nichols; E. Ossiannilsson; M. Brown; V. Irvine; Juliana Elisa Raffaghelli; G. Santos-Hermosa; Orna Farrell; T. Adam; Y. L. Thong; S. Sani-Bozkurt; R. C. Sharma; Stefan Hrastinski; Petar Jandrić,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Generative AI in Higher Education,2024,10.4324/9781003459026,https://openalex.org/W4392658848,Directory of Open access Books (OAPEN Foundation),Cecilia Ka Yuk Chan; Tom Colloton,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Generative Artificial Intelligence: Implications and Considerations for Higher Education Practice,2023,10.3390/educsci13111109,https://openalex.org/W4388333366,Education Sciences,Tom Farrelly; Nick Baker,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
How Artificial Intelligence Is Shaping Medical Imaging Technology: A Survey of Innovations and Applications,2023,10.3390/bioengineering10121435,https://openalex.org/W4389885061,Bioengineering,Luís Coelho,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Change Detection Based on Artificial Intelligence: State-of-the-Art and Challenges,2020,10.3390/rs12101688,https://openalex.org/W3027201985,Remote Sensing,Wenzhong Shi; Min Zhang; Rui Zhang; Shanxiong Chen; Zhao Zhan,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Leveraging Generative AI and Large Language Models: A Comprehensive Roadmap for Healthcare Integration,2023,10.3390/healthcare11202776,https://openalex.org/W4387809804,Healthcare,Ping Yu; Hua Xu; Xia Hu; Chao Deng,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Challenges for higher education in the era of widespread access to generative AI,2023,10.18559/ebr.2023.2.743,https://openalex.org/W4385070262,Economics and Business Review/The Poznań University of Economics Review,Krzysztof Walczak; Wojciech Cellary,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
A Systematic Review of Synthetic Data Generation Techniques Using Generative AI,2024,10.3390/electronics13173509,https://openalex.org/W4402230126,Electronics,Mandeep Goyal; Qusay H. Mahmoud,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Deep Learning for Change Detection in Remote Sensing Images: Comprehensive Review and Meta-Analysis,2020,10.1109/access.2020.3008036,https://openalex.org/W3037640242,IEEE Access,Lazhar Khelifi; Max Mignotte,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Detection of Skin Cancer Based on Skin Lesion Images Using Deep Learning,2022,10.3390/healthcare10071183,https://openalex.org/W4283526860,Healthcare,Walaa Gouda; Najm Us Sama; Ghada Al-Waakid; Mamoona Humayun; N. Z. Jhanjhi,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Generative AI for brain image computing and brain network computing: a review,2023,10.3389/fnins.2023.1203104,https://openalex.org/W4380629073,Frontiers in Neuroscience,Changwei Gong; Changhong Jing; Xuhang Chen; Chi‐Man Pun; Guoli Huang; Ashirbani Saha; Martin Nieuwoudt; Han‐Xiong Li; Yong Hu; Shuqiang Wang,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
