paper_id,display_id,title,doi,arxiv_id,year,publication_type,venue,venue_id,venue_name,venue_acronym,venue_type,venue_track,raw_venue,venue_review_required,venue_review_reason,source_fingerprint
curated:aa6672aa3ab0a0709e32,openalex:W7160128830,Diffusion Epistemic Uncertainty with Asymmetric Learning for Diffusion-Generated Image Detection,https://doi.org/10.1109/iccv51701.2025.01588,2601.14625,2025,conference,IEEE/CVF International Conference on Computer Vision,venue:iccv,IEEE/CVF International Conference on Computer Vision,ICCV,conference,Main,2025 IEEE/CVF International Conference on Computer Vision (ICCV),False,,5a72a791033561feab61d3242f976e2226a08cf8a9ba0b392daa59c40c149668
curated:6a0913decc4e81abddb3,openalex:W4404943058,Diffusion Models as a Representation Learner for Deepfake Image Detection,10.1007/978-3-031-78305-0_15,,2024,conference,International Conference on Pattern Recognition,venue:international-conference-on-pattern-recognition,International Conference on Pattern Recognition,ICPR,conference,Main,International Conference on Pattern Recognition,False,,dbdcbbdcf5bb281396213335ef6f29bbc6299baf0e8b191afdac53367ebc9e94
,openalex:W4389421609,Diffusion Noise Feature: Accurate and Fast Generated Image Detection,10.48550/arxiv.2312.02625,2312.02625,2025,conference,European Conference on Artificial Intelligence,venue:european-conference-on-artificial-intelligence,European Conference on Artificial Intelligence,ECAI,conference,Main,arXiv (Cornell University),False,,983cf72eec0f193ddb255a5c452c726a08738d83f9ce309c67337f938082c46c
curated:d0eec7c4fce8929c295a,openalex:W7155779262,Diffusion-Driven Forgery Detection: Distilling Latent Features for Generalized Image Forensics,10.1109/lsp.2026.3687792,,2026,journal,IEEE Signal Processing Letters,venue:ieee-signal-processing-letters,IEEE Signal Processing Letters,SPL,journal,,IEEE Signal Processing Letters,False,,d875ff6ab0812977f0e43a58891272ae958c8cb7210e9343b00282c4ac60fccd
curated:763f1f0571f4bc4c6459,openalex:W4385570204,DiffusionDB: A Large-Scale Prompt Gallery Dataset for Text-to-Image Generative Models,10.18653/v1/2023.acl-long.51,2210.14896,2023,conference,Annual Meeting of the Association for Computational Linguistics,venue:acl,Annual Meeting of the Association for Computational Linguistics,ACL,conference,Main,Annual Meeting of the Association for Computational Linguistics,False,,eee0687b6f6837f7743dfb3d3bb8b33e303a68f04a0e0b07ba84393646e70b66
,openalex:W4385656076,Digital Image Forensic Analyzer to Detect AI-generated Fake Images,10.1109/cacre58689.2023.10208613,,2023,conference,"International Conference on Automation, Control and Robotics Engineering",venue:international-conference-on-automation-control-and-robotics-engineering,"International Conference on Automation, Control and Robotics Engineering",CACRE,conference,Main,"2023 8th International Conference on Automation, Control and Robotics Engineering (CACRE)",False,,1614a355d49f7624a94600877427a597699e7a688a247eaeb904d2595c6fa43c
curated:5d3c6fda5b268e0153ec,openalex:W4390873235,DIRE for Diffusion-Generated Image Detection,10.1109/iccv51070.2023.02051,2303.09295v1,2023,conference,IEEE/CVF International Conference on Computer Vision,venue:iccv,IEEE/CVF International Conference on Computer Vision,ICCV,conference,Main,2023 IEEE/CVF International Conference on Computer Vision (ICCV),False,,6ae44358ca2b1ba7b4a720f225cb9b1cf68c28dd3b7cf4becfda46d2fd755248
curated:a415ec5cd284c6887636,openalex:W4313048095,Discovering Transferable Forensic Features for CNN-Generated Images Detection,10.1007/978-3-031-19784-0_39,2208.11342v1,2022,conference,European Conference on Computer Vision,venue:eccv,European Conference on Computer Vision,ECCV,conference,Main,European Conference on Computer Vision,False,,a5b0073420e274f13264a5c077253c483824ff91ac9d9aa19f61067e7b50db16
curated:c87f234ea256991903e1,openalex:W7164168158,Dissect and Prune: Enhancing Robustness in AI-Generated Image Detection,10.48550/arxiv.2606.10309,2606.10309,2026,conference,International Conference on Machine Learning,venue:icml,International Conference on Machine Learning,ICML,conference,Main,International Conference on Machine Learning (ICML),False,,dbfb2774d4d4564ac683b53e20c325ae914403d2984b1514dfba0fafe6d518fe
curated:87ef976b546206fde199,openalex:W4399399328,"DistilDIRE: A Small, Fast, Cheap and Lightweight Diffusion Synthesized Deepfake Detection",10.48550/arxiv.2406.00856,2406.00856,2024,conference,International Conference on Machine Learning,venue:icml,International Conference on Machine Learning,ICML,conference,Workshop,arXiv (Cornell University),False,,c890e4b93b3ee94f516891f6cfaf75bfc7435bd9badab96762814b921c6a894d
curated:0b6c1b00c1b39838db42,openalex:W7168591575,DNA: Dual-Stage Native Attribution for Generated Image Source Tracing,,2607.13685,2026,preprint,arXiv,venue:arxiv,arXiv,,preprint,,arXiv,False,,fa0f9cc107d23cdcd8c639d2d3c085e2bfdeab477b67bd25586c97b60adb5c28
,openalex:W2907295878,Do GANs Leave Artificial Fingerprints?,10.1109/mipr.2019.00103,1812.11842,2019,conference,IEEE Conference on Multimedia Information Processing and Retrieval,venue:ieee-conference-on-multimedia-information-processing-and-retrieval,IEEE Conference on Multimedia Information Processing and Retrieval,MIPR,conference,Main,2019 IEEE Conference on Multimedia Information Processing and Retrieval (MIPR),False,,ef64b4690b0fb842000ef3c9590f4c65196a592b0a2aff6f87affce512cac06d
curated:07ee620b8169b67b900f,openalex:W4411245244,Does a GAN Leave Distinct Model-Specific Fingerprints?,10.5244/c.35.53,,2021,conference,British Machine Vision Conference,venue:british-machine-vision-conference,British Machine Vision Conference,BMVC,conference,Main,"Conference32nd British Machine Vision Conference, BMVC 2021",False,,4df59fd1c6f00d349f8cfe8f3d47806b4ac381797d20166e12dd9519fa40cbf9
,openalex:W4384297285,Does an emotional connection to art really require a human artist? Emotion and intentionality responses to AI- versus human-created art and impact on aesthetic experience,10.1016/j.chb.2023.107875,,2023,journal,Computers in Human Behavior,venue:computers-in-human-behavior,Computers in Human Behavior,COMPUT HUM BEHAV,journal,,Computers in Human Behavior,False,,d1d22d4eb2691aee1b6c24757f3307a95a11dc05914ed707d6ac5e887c7fa8e9
curated:198223005280daa8979e,openalex:W4417093975,DRAGON: A Large-Scale Dataset of Realistic Images Generated by Diffusion Models,,2505.11257,2025,preprint,arXiv,venue:arxiv,arXiv,,preprint,,arXiv (Cornell University),False,,055bb129f355874bcd757418b50e64dd2225ab1a74af3bc7f3946fdd83510aa0
curated:3c8696103d9d5e608281,curated:3c8696103d9d5e608281,DRCT: Diffusion Reconstruction Contrastive Training Towards Universal Detection of Diffusion Generated Images,,,2024,conference,International Conference on Machine Learning,venue:icml,International Conference on Machine Learning,ICML,conference,Main,International Conference on Machine Learning (ICML),False,,f008ad9e38e7b2ceea96466554ec49bb3195e8576bc8e3faafa2418ac30ef3e1
curated:6f55b599c4d1588c62f7,openalex:W7167493723,DTBF: Combining Local Statistical Artifacts and Concept Alignment for Synthetic Image Detection,10.1109/lsp.2026.3710437,,2026,journal,IEEE Signal Processing Letters,venue:ieee-signal-processing-letters,IEEE Signal Processing Letters,SPL,journal,,IEEE Signal Processing Letters,False,,7d4449f46401d29fd3e5502a1071b8b3be091f1802309f42f43cc2244b979882
curated:f40ecaaf5d0212852b79,openalex:W4416562145,Dual Data Alignment Makes AI-Generated Image Detector Easier Generalizable,10.48550/arxiv.2505.14359,2505.14359,2025,conference,Advances in Neural Information Processing Systems,venue:neurips,Advances in Neural Information Processing Systems,NeurIPS,conference,Main,NeurIPS,False,,a104e2491f8b168f6d1f7e341201639b3f7ef654cbb19f2b215c1e4aab00787c
curated:ab6b43e21ae47dadafe0,openalex:W7128716584,Dual Frequency Branch Framework with Reconstructed Sliding Windows Attention for AI-Generated Image Detection,10.1109/tifs.2026.3664000,2501.15253v3,2026,journal,IEEE Transactions on Information Forensics and Security,venue:ieee-transactions-on-information-forensics-and-security,IEEE Transactions on Information Forensics and Security,TIFS,journal,,IEEE Transactions on Information Forensics and Security,False,,97e392c85649de0c3ee48b6f269f80dbe034d0575b0d9814d656b77cfb2a29ff
curated:983a33a1268421bbfc71,openalex:W7172206884,Dual-Branch AIGC Image Detection Leveraging Integrated Semantic and Frequency-Domain Features,10.1016/j.cviu.2026.104893,,2026,journal,Computer Vision and Image Understanding,venue:computer-vision-and-image-understanding,Computer Vision and Image Understanding,CVIU,journal,,Computer Vision and Image Understanding,False,,b3900d8f4bc27a7d0505e1f9cc86f09391a0c11659fc80d88498816eacbe7698
curated:aeb3a6e4747e1a1b3181,openalex:W7168264311,Dual-Stream Framework for Real/Fake Classification and Source Attribution of AI-Generated Images Using Spatial and Frequency Features,10.1007/s10044-026-01719-7,,2026,journal,Pattern Analysis and Applications,venue:pattern-analysis-and-applications,Pattern Analysis and Applications,Pattern Anal Applic,journal,,Pattern Analysis and Applications,False,,76dfa4f6497e5682347a5323d26e076e76268ca9fb61c6bfdfb9fd6a44964ed3
curated:52edb9369ffaae37bd81,openalex:W7168127486,Dual-Tree Complex Wavelet Driven Hierarchical Spatial-Frequency Fusion Learning for Robust Deepfake Detection,10.1109/tdsc.2026.3712721,,2026,journal,IEEE Transactions on Dependable and Secure Computing,venue:ieee-transactions-on-dependable-and-secure-computing,IEEE Transactions on Dependable and Secure Computing,TDSC,journal,,IEEE Transactions on Dependable and Secure Computing,False,,0910975c3d2205c44505f14b8c0e062380236f0ce622c4dd41b35b2724e9435c
curated:20975a1b80c227684804,openalex:W7172283793,DualSight: Learning to Disentangle Artifact and Semantic Features for Detection of Diffusion-Generated Images,10.1007/978-3-032-31335-5_18,,2026,conference,International Conference on Pattern Recognition,venue:international-conference-on-pattern-recognition,International Conference on Pattern Recognition,ICPR,conference,Main,ICPR,False,,a8bef52112dce985d9a46917741076096e7fc2d525acb54b979b402596f63bcc
curated:667ce5c1fb4da14bbb19,openalex:W7168241537,DynEval: Holistic Evaluations of T2I Generative Models in the Wild,,2607.11199,2026,conference,European Conference on Computer Vision,venue:eccv,European Conference on Computer Vision,ECCV,conference,Main,ECCV,False,,6c109393c6995e4266241e0f88300fd783d53e72ffd9eb77866ae38677d596b5
curated:6a5bef99dcdc1ad4ba28,openalex:W7139090785,DySy-Det: A Synergistic Framework with Dynamic Reconstruction-Path Consistency for AI-Generated Image Detection,10.1609/aaai.v40i42.40868,,2026,conference,AAAI Conference on Artificial Intelligence,venue:aaai,AAAI Conference on Artificial Intelligence,AAAI,conference,Main,Proceedings of the AAAI Conference on Artificial Intelligence,False,,0568d138aac2d8375549e56a3e6910b4a428c018a3590e3c755ead2848044889
,openalex:W4417166521,E2GenF: Universal AIGC Image Detection Based on Edge Enhanced Generalizable Features,https://doi.org/10.1016/j.patrec.2025.12.001,,2025,journal,Pattern Recognition Letters,venue:pattern-recognition-letters,Pattern Recognition Letters,PRL,journal,,Pattern Recognition Letters,False,,1f03b6425bcbf6b1a11447576527e4ba614e4675add1ecaafe823bc7754094de
curated:8cb907bc9003c61325f8,openalex:W4402916163,E3: Ensemble of Expert Embedders for Adapting Synthetic Image Detectors to New Generators Using Limited Data,10.1109/cvprw63382.2024.00437,2404.08814,2024,conference,IEEE/CVF Conference on Computer Vision and Pattern Recognition,venue:cvpr,IEEE/CVF Conference on Computer Vision and Pattern Recognition,CVPR,conference,Workshop,2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR) Workshops,False,,1c15ae8cf4d9685db1be268f293e342e629a9481d96a7857dff2e1d245b83630
curated:29dd14e7af2f68df1b1e,openalex:W4213417724,EasyDeep: An IoT Friendly Robust Detection Method for GAN Generated Deepfake Images in Social Media,10.1007/978-3-030-96466-5_14,,2021,conference,IFIP International Internet of Things Conference,venue:ifip-international-internet-of-things-conference,IFIP International Internet of Things Conference,IFIPIoT,conference,Main,IFIP International Internet of Things Conference,False,,1a6732c6576ba61409dec1bed9ac40b7cd7c203145eaca184aef8e0a1bc7180e
curated:634d12d4ee0e1b3d8064,openalex:W7202124844,Efficient AI-Generated Image Detection via Confidence-Aware Cascading,10.1109/icbdse70225.2026.11635577,,2026,conference,International Conference on Big Data Science and Engineering,venue:international-conference-on-big-data-science-and-engineering,International Conference on Big Data Science and Engineering,ICBDSE,conference,Main,International Conference on Big Data Science and Engineering,False,,2a4ce1bfc7f821407d60b35e67027c6ccb691d6f81a4d6f0889fdf13d9694421
,openalex:W4385801341,EKILA: Synthetic Media Provenance and Attribution for Generative Art,10.1109/cvprw59228.2023.00098,2304.04639,2023,conference,IEEE/CVF Conference on Computer Vision and Pattern Recognition,venue:cvpr,IEEE/CVF Conference on Computer Vision and Pattern Recognition,CVPR,conference,Workshop,2023 IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW),False,,a37e714adb12e5d092441fbdd28624918017804c20a0803dd93ba95f9de46f62
,openalex:W4410228077,Enhanced CNN Architecture with Residual Blocks and Regularization for AI-Generated Image Detection,10.1109/iatmsi64286.2025.10985062,,2025,conference,IEEE International Conference on Interdisciplinary Approaches in Technology and Management for Social Innovation,venue:ieee-international-conference-on-interdisciplinary-approaches-in-technology-and-management-for-social-innovation,IEEE International Conference on Interdisciplinary Approaches in Technology and Management for Social Innovation,IATMSI,conference,Main,2025 IEEE International Conference on Interdisciplinary Approaches in Technology and Management for Social Innovation (IATMSI),False,,0a496bb11bdb548e8111bb946f05e0620bcb81553b9377a303137752306efc9c
,openalex:W4407467920,Enhancing AI-Generated Image Detection with a Novel Approach and Comparative Analysis,10.1109/sin63213.2024.10871900,,2024,conference,International Conference on Security of Information and Networks,venue:sin,International Conference on Security of Information and Networks,SIN,conference,Main,2024 17th International Conference on Security of Information and Networks (SIN),False,,5dc8d7ac5a4048415e18532363823fbc4c1b7d9a2f4d34aca883ea547bb894e9
