paper_id,title,field,authoritative_source,canonical_normalization_rule,expected_public_representation,blank_allowed,intentional_display_transformation,source_value,admin_value,public_papers_value,public_map_values,classification,pipeline_layer,details
curated:773aa77291d6869eaad8,Fast and Generalizable AI-Generated Image Detection via Model-Agnostic Feature Reconstruction,publication_type,data/curated/papers.csv + normalized exporter overlays,conference|journal|preprint|book,publication_type,false,title-cased label,conference,conference,conference,"[""conference""]",CONSISTENT,,
curated:773aa77291d6869eaad8,Fast and Generalizable AI-Generated Image Detection via Model-Agnostic Feature Reconstruction,doi,data/curated/papers.csv + normalized exporter overlays,canonical lowercase DOI without URL prefix,doi,true,link is rendered as https://doi.org/<doi>,,,,[],MISSING_OPTIONAL,authoritative/public,Optional metadata is not available; no value was inferred.
curated:773aa77291d6869eaad8,Fast and Generalizable AI-Generated Image Detection via Model-Agnostic Feature Reconstruction,arxiv_id,data/curated/papers.csv + normalized exporter overlays,base arXiv ID without URL/version suffix,arxiv_id,true,link is rendered as https://arxiv.org/abs/<id>,,,,[],MISSING_OPTIONAL,authoritative/public,Optional metadata is not available; no value was inferred.
curated:773aa77291d6869eaad8,Fast and Generalizable AI-Generated Image Detection via Model-Agnostic Feature Reconstruction,task,data/curated/papers.csv + normalized exporter overlays,canonical task enum,task,false,human-readable label,detection,detection,detection,"[""detection""]",DISPLAY_ONLY,public→frontend/CSV,human-readable label
curated:773aa77291d6869eaad8,Fast and Generalizable AI-Generated Image Detection via Model-Agnostic Feature Reconstruction,paper_categories,data/curated/papers.csv + normalized exporter overlays,ordered canonical category enum,paper_categories,true,human-readable badges,"[""method""]","[""method""]","[""method""]","[""[\""method\""]""]",DISPLAY_ONLY,public→frontend/CSV,human-readable badges
curated:773aa77291d6869eaad8,Fast and Generalizable AI-Generated Image Detection via Model-Agnostic Feature Reconstruction,source_database,data/curated/papers.csv + normalized exporter overlays,case-insensitive source label,source_database,true,not used to replace factual metadata,manual,manual,manual,"[""curated""]",DISPLAY_ONLY,public→frontend/CSV,not used to replace factual metadata
curated:773aa77291d6869eaad8,Fast and Generalizable AI-Generated Image Detection via Model-Agnostic Feature Reconstruction,metadata_source,data/curated/papers.csv + normalized exporter overlays,case-insensitive public source label,metadata_source,true,may be summarized as public provenance,manual,manual,manual,"[""manual""]",DISPLAY_ONLY,public→frontend/CSV,may be summarized as public provenance
curated:773aa77291d6869eaad8,Fast and Generalizable AI-Generated Image Detection via Model-Agnostic Feature Reconstruction,review_status,data/curated/papers.csv + normalized exporter overlays,scope-aware public status mapping,review_status,true,normalized only for metadata status,pending,pending,pending,[],DISPLAY_ONLY,public→frontend/CSV,normalized only for metadata status
curated:773aa77291d6869eaad8,Fast and Generalizable AI-Generated Image Detection via Model-Agnostic Feature Reconstruction,curation_status,data/curated/papers.csv + normalized exporter overlays,scope-aware public status mapping,curation_status,true,normalized only for metadata status,needs_review,needs_review,needs_review,"[""needs_review""]",DISPLAY_ONLY,public→frontend/CSV,normalized only for metadata status
curated:773aa77291d6869eaad8,Fast and Generalizable AI-Generated Image Detection via Model-Agnostic Feature Reconstruction,affiliations,active curated mappings or source fallback when unreviewed,"ordered institution IDs, names, and attributed authors",author_institution_affiliations/affiliations,true,institution names and locations are formatted only,,"[[""institution:7e10613327a4e264"",""chongqing university of posts and telecommunications"",[""qinghui he"",""haifeng zhang"",""bo liu"",""yang wei""]]]","[[""institution:7e10613327a4e264"",""chongqing university of posts and telecommunications"",[""qinghui he"",""haifeng zhang"",""bo liu"",""yang wei""]]]","[""[[\""institution:7e10613327a4e264\"",\""chongqing university of posts and telecommunications\"",[\""qinghui he\"",\""haifeng zhang\"",\""bo liu\"",\""yang wei\""]]]""]",CONSISTENT,,
curated:773aa77291d6869eaad8,Fast and Generalizable AI-Generated Image Detection via Model-Agnostic Feature Reconstruction,author_institution_attribution,active paper–institution mappings,ordered author to institution-ID assignments,author_institution_indices,true,superscript indices are derived from exported ordering,,"[[""bo liu"",[""institution:7e10613327a4e264""]],[""haifeng zhang"",[""institution:7e10613327a4e264""]],[""qinghui he"",[""institution:7e10613327a4e264""]],[""yang wei"",[""institution:7e10613327a4e264""]]]","[[""bo liu"",[""institution:7e10613327a4e264""]],[""haifeng zhang"",[""institution:7e10613327a4e264""]],[""qinghui he"",[""institution:7e10613327a4e264""]],[""yang wei"",[""institution:7e10613327a4e264""]]]","[""[[\""bo liu\"",[\""institution:7e10613327a4e264\""]],[\""haifeng zhang\"",[\""institution:7e10613327a4e264\""]],[\""qinghui he\"",[\""institution:7e10613327a4e264\""]],[\""yang wei\"",[\""institution:7e10613327a4e264\""]]]""]",DISPLAY_ONLY,public→frontend/CSV,superscript indices are derived from exported ordering
curated:773aa77291d6869eaad8,Fast and Generalizable AI-Generated Image Detection via Model-Agnostic Feature Reconstruction,location_ids,confirmed institution locations for map-eligible relationships,ordered unique location IDs,map location_id; paper summaries intentionally omit IDs,true,location labels are display transformations,,"[""location:7e10613327a4e264467e""]","[""location:7e10613327a4e264467e""]","[""[\""location:7e10613327a4e264467e\""]""]",DISPLAY_ONLY,confirmed locations→map/frontend,Location IDs remain on map records; Paper Details displays labels.
curated:0ce4661dd62d1a9f8e89,FESA-CLIP: Frequency-Enhanced Semantic-Agnostic Decoupling for Generalizable AI-Generated Image Detection,paper_id,data/curated/papers.csv + normalized exporter overlays,trim; exact stable ID,paper_id when locally curated; external identity otherwise,true,not reconstructed for display,curated:0ce4661dd62d1a9f8e89,curated:0ce4661dd62d1a9f8e89,curated:0ce4661dd62d1a9f8e89,"[""curated:0ce4661dd62d1a9f8e89""]",CONSISTENT,,
curated:0ce4661dd62d1a9f8e89,FESA-CLIP: Frequency-Enhanced Semantic-Agnostic Decoupling for Generalizable AI-Generated Image Detection,title,data/curated/papers.csv + normalized exporter overlays,Unicode NFKC; collapse whitespace,canonical title string,false,typographic markup only,FESA-CLIP: Frequency-Enhanced Semantic-Agnostic Decoupling for Generalizable AI-Generated Image Detection,fesa-clip: frequency-enhanced semantic-agnostic decoupling for generalizable ai-generated image detection,fesa-clip: frequency-enhanced semantic-agnostic decoupling for generalizable ai-generated image detection,"[""fesa-clip: frequency-enhanced semantic-agnostic decoupling for generalizable ai-generated image detection""]",DISPLAY_ONLY,public→frontend/CSV,typographic markup only
curated:0ce4661dd62d1a9f8e89,FESA-CLIP: Frequency-Enhanced Semantic-Agnostic Decoupling for Generalizable AI-Generated Image Detection,authors,data/curated/papers.csv + normalized exporter overlays,ordered Unicode-normalized names,ordered author objects/names,false,joined with punctuation and affiliation superscripts,Bo He; Huanglei Yang; Zhichao Lian,"[""bo he"",""huanglei yang"",""zhichao lian""]","[""bo he"",""huanglei yang"",""zhichao lian""]","[""[\""bo he\"",\""huanglei yang\"",\""zhichao lian\""]""]",DISPLAY_ONLY,public→frontend/CSV,joined with punctuation and affiliation superscripts
curated:0ce4661dd62d1a9f8e89,FESA-CLIP: Frequency-Enhanced Semantic-Agnostic Decoupling for Generalizable AI-Generated Image Detection,publication_year,data/curated/papers.csv + normalized exporter overlays,integer year,publication_year and year agree,false,decimal year label,2026,2026,2026,"[""2026""]",DISPLAY_ONLY,public→frontend/CSV,decimal year label
curated:0ce4661dd62d1a9f8e89,FESA-CLIP: Frequency-Enhanced Semantic-Agnostic Decoupling for Generalizable AI-Generated Image Detection,publication_date,data/curated/papers.csv + normalized exporter overlays,ISO date string,publication_date,true,display may omit missing date,,,,[],MISSING_OPTIONAL,authoritative/public,Optional metadata is not available; no value was inferred.
curated:0ce4661dd62d1a9f8e89,FESA-CLIP: Frequency-Enhanced Semantic-Agnostic Decoupling for Generalizable AI-Generated Image Detection,venue,data/curated/papers.csv + normalized exporter overlays,canonical venue name; blank for books,venue_name/venue,true,venue_label may add acronym/track,,international conference on pattern recognition,international conference on pattern recognition,"[""international conference on pattern recognition""]",DISPLAY_ONLY,public→frontend/CSV,venue_label may add acronym/track
curated:0ce4661dd62d1a9f8e89,FESA-CLIP: Frequency-Enhanced Semantic-Agnostic Decoupling for Generalizable AI-Generated Image Detection,publication_type,data/curated/papers.csv + normalized exporter overlays,conference|journal|preprint|book,publication_type,false,title-cased label,conference,conference,conference,"[""conference""]",CONSISTENT,,
curated:0ce4661dd62d1a9f8e89,FESA-CLIP: Frequency-Enhanced Semantic-Agnostic Decoupling for Generalizable AI-Generated Image Detection,doi,data/curated/papers.csv + normalized exporter overlays,canonical lowercase DOI without URL prefix,doi,true,link is rendered as https://doi.org/<doi>,10.1007/978-3-032-31397-3_32,10.1007/978-3-032-31397-3_32,10.1007/978-3-032-31397-3_32,"[""10.1007/978-3-032-31397-3_32""]",DISPLAY_ONLY,public→frontend/CSV,link is rendered as https://doi.org/<doi>
curated:0ce4661dd62d1a9f8e89,FESA-CLIP: Frequency-Enhanced Semantic-Agnostic Decoupling for Generalizable AI-Generated Image Detection,arxiv_id,data/curated/papers.csv + normalized exporter overlays,base arXiv ID without URL/version suffix,arxiv_id,true,link is rendered as https://arxiv.org/abs/<id>,,,,[],MISSING_OPTIONAL,authoritative/public,Optional metadata is not available; no value was inferred.
curated:0ce4661dd62d1a9f8e89,FESA-CLIP: Frequency-Enhanced Semantic-Agnostic Decoupling for Generalizable AI-Generated Image Detection,task,data/curated/papers.csv + normalized exporter overlays,canonical task enum,task,false,human-readable label,detection,detection,detection,"[""detection""]",DISPLAY_ONLY,public→frontend/CSV,human-readable label
curated:0ce4661dd62d1a9f8e89,FESA-CLIP: Frequency-Enhanced Semantic-Agnostic Decoupling for Generalizable AI-Generated Image Detection,paper_categories,data/curated/papers.csv + normalized exporter overlays,ordered canonical category enum,paper_categories,true,human-readable badges,"[""method""]","[""method""]","[""method""]","[""[\""method\""]""]",DISPLAY_ONLY,public→frontend/CSV,human-readable badges
curated:0ce4661dd62d1a9f8e89,FESA-CLIP: Frequency-Enhanced Semantic-Agnostic Decoupling for Generalizable AI-Generated Image Detection,source_database,data/curated/papers.csv + normalized exporter overlays,case-insensitive source label,source_database,true,not used to replace factual metadata,openalex,openalex,openalex,"[""curated""]",DISPLAY_ONLY,public→frontend/CSV,not used to replace factual metadata
curated:0ce4661dd62d1a9f8e89,FESA-CLIP: Frequency-Enhanced Semantic-Agnostic Decoupling for Generalizable AI-Generated Image Detection,metadata_source,data/curated/papers.csv + normalized exporter overlays,case-insensitive public source label,metadata_source,true,may be summarized as public provenance,openalex,openalex,openalex,"[""openalex""]",DISPLAY_ONLY,public→frontend/CSV,may be summarized as public provenance
curated:0ce4661dd62d1a9f8e89,FESA-CLIP: Frequency-Enhanced Semantic-Agnostic Decoupling for Generalizable AI-Generated Image Detection,review_status,data/curated/papers.csv + normalized exporter overlays,scope-aware public status mapping,review_status,true,normalized only for metadata status,reviewed,reviewed,reviewed,[],DISPLAY_ONLY,public→frontend/CSV,normalized only for metadata status
curated:0ce4661dd62d1a9f8e89,FESA-CLIP: Frequency-Enhanced Semantic-Agnostic Decoupling for Generalizable AI-Generated Image Detection,curation_status,data/curated/papers.csv + normalized exporter overlays,scope-aware public status mapping,curation_status,true,normalized only for metadata status,confirmed,confirmed,confirmed,"[""confirmed""]",DISPLAY_ONLY,public→frontend/CSV,normalized only for metadata status
curated:0ce4661dd62d1a9f8e89,FESA-CLIP: Frequency-Enhanced Semantic-Agnostic Decoupling for Generalizable AI-Generated Image Detection,affiliations,active curated mappings or source fallback when unreviewed,"ordered institution IDs, names, and attributed authors",author_institution_affiliations/affiliations,true,institution names and locations are formatted only,,"[[""institution:a239b6e2cb8473ef"",""nanjing university of science and technology"",[""bo he"",""huanglei yang"",""zhichao lian""]],[""institution:69309405e04976ec"",""university of chinese academy of sciences"",[""zhichao lian""]]]","[[""institution:a239b6e2cb8473ef"",""nanjing university of science and technology"",[""bo he"",""huanglei yang"",""zhichao lian""]],[""institution:69309405e04976ec"",""university of chinese academy of sciences"",[""zhichao lian""]]]","[""[[\""institution:a239b6e2cb8473ef\"",\""nanjing university of science and technology\"",[\""bo he\"",\""huanglei yang\"",\""zhichao lian\""]],[\""institution:69309405e04976ec\"",\""university of chinese academy of sciences\"",[\""zhichao lian\""]]]""]",CONSISTENT,,
curated:0ce4661dd62d1a9f8e89,FESA-CLIP: Frequency-Enhanced Semantic-Agnostic Decoupling for Generalizable AI-Generated Image Detection,author_institution_attribution,active paper–institution mappings,ordered author to institution-ID assignments,author_institution_indices,true,superscript indices are derived from exported ordering,,"[[""bo he"",[""institution:a239b6e2cb8473ef""]],[""huanglei yang"",[""institution:a239b6e2cb8473ef""]],[""zhichao lian"",[""institution:69309405e04976ec"",""institution:a239b6e2cb8473ef""]]]","[[""bo he"",[""institution:a239b6e2cb8473ef""]],[""huanglei yang"",[""institution:a239b6e2cb8473ef""]],[""zhichao lian"",[""institution:69309405e04976ec"",""institution:a239b6e2cb8473ef""]]]","[""[[\""bo he\"",[\""institution:a239b6e2cb8473ef\""]],[\""huanglei yang\"",[\""institution:a239b6e2cb8473ef\""]],[\""zhichao lian\"",[\""institution:69309405e04976ec\"",\""institution:a239b6e2cb8473ef\""]]]""]",DISPLAY_ONLY,public→frontend/CSV,superscript indices are derived from exported ordering
