institution,canonical_institution_name,institution_id,detected_language,related_paper_id,title,year,doi,openalex_url,institution_authors,raw_affiliation,evidence_source,evidence_url,suggested_city,suggested_country,matched_institution,suggested_canonical_institution,match_method,similarity_score,confidence,openalex_institution_id,ror_id,wikidata_id,review_status,location_status,coordinate_status,created_at,updated_at
Nanyang Technological University,Nanyang Technological University,institution:c111feb812f1a7ed,,openalex:W4417056138,FakeScope: Large Multimodal Expert Model for Transparent AI-Generated Image Forensics,2025,https://doi.org/10.48550/arxiv.2503.24267,https://openalex.org/W4417056138,Weisi Lin,"College of Computing and Data Science, Nanyang Technological University, Singapore",PDF,https://arxiv.org/pdf/2503.24267,,,,,,,,,,,confirmed,known,known,2026-07-01T03:16:45Z,2026-07-01T14:03:36Z
Hong Kong Metropolitan University,Hong Kong Metropolitan University,institution:e1fcb46488c800ef,,curated:c420495aae5c20e0ea2a,FANB-Net: Frequency-Awared Attention and Noise-Injected Boosting for AI-Generated Image Detection,2026,10.1007/978-981-95-6960-1_26,https://openalex.org/W7127900552,Lap-Kei Lee; Fu Lee Wang,"Hong Kong Metropolitan University, Hong Kong SAR, China",PDF,https://link.springer.com/chapter/10.1007/978-981-95-6960-1_26,,,,,,,,,,,confirmed,known,known,2026-07-01T03:19:33Z,2026-07-01T14:03:36Z
"Institute of Automation, Chinese Academy of Sciences","Institute of Automation, Chinese Academy of Sciences",institution:966ff12833f90bb0,,curated:4d91354cd919a64a2259,Few-Shot Learner Generalizes Across AI-Generated Image Detection,2025,10.48550/arxiv.2501.08763,https://openalex.org/W4406484960,Shiyu Wu; Jing Liu,"Institute of Automation, Chinese Academy of Sciences, Beijing, China",PDF,https://arxiv.org/pdf/2501.08763,,,"Institute of Automation, Chinese Academy of Sciences",,,,,,,,alias_of_confirmed,known,known,2026-07-01T03:23:40Z,2026-07-01T14:03:36Z
"Harbin Institute of Technology, Shenzhen","Harbin Institute of Technology, Shenzhen",institution:6c5bb70e9f4b77ba,,curated:4d91354cd919a64a2259,Few-Shot Learner Generalizes Across AI-Generated Image Detection,2025,10.48550/arxiv.2501.08763,https://openalex.org/W4406484960,Jing Li,"Harbin Institute of Technology, Shenzhen, China",PDF,https://arxiv.org/pdf/2501.08763,,,,,,,,,,,confirmed,known,known,2026-07-01T03:24:50Z,2026-07-01T14:03:36Z
Indian Institute of Technology Kharagpur,Indian Institute of Technology Kharagpur,institution:f0c3da144873207a,,openalex:W7117537373,Fixed-Threshold Evaluation of a Hybrid CNN-ViT for AI-Generated Image Detection Across Photos and Art,2025,10.48550/arxiv.2512.21512,https://openalex.org/W7117537373,Md Ashik Khan,"Department of Computer Science and Engineering, Indian Institute of Technology Kharagpur, India",PDF,https://arxiv.org/pdf/2512.21512,,,,,,,,,,,confirmed,known,known,2026-07-01T03:26:07Z,2026-07-01T14:03:36Z
Chittagong University of Engineering and Technology,Chittagong University of Engineering and Technology,institution:488418437bfc9b2c,,openalex:W7117537373,Fixed-Threshold Evaluation of a Hybrid CNN-ViT for AI-Generated Image Detection Across Photos and Art,2025,10.48550/arxiv.2512.21512,https://openalex.org/W7117537373,Arafat Alam Jion,,PDF,https://arxiv.org/pdf/2512.21512,,,,,,,,,,,confirmed,known,known,2026-07-01T03:26:23Z,2026-07-01T14:03:36Z
Aarhus University,Aarhus University,institution:b85a1a866c0c7fe8,,openalex:W4416610205,Fooling the Watchers: Breaking AIGC Detectors via Semantic Prompt Attacks,2025,10.48550/arxiv.2505.23192,https://openalex.org/W4416610205,Run Hao,,PDF,https://arxiv.org/pdf/2505.23192,,,,,,,,,,,confirmed,known,known,2026-07-01T03:27:45Z,2026-07-01T14:03:36Z
China University of Mining and Technology,China University of Mining and Technology,institution:e67012d79bb3f603,,openalex:W4416610205,Fooling the Watchers: Breaking AIGC Detectors via Semantic Prompt Attacks,2025,10.48550/arxiv.2505.23192,https://openalex.org/W4416610205,Peng Ying,"School of Computer Science and Technology, China University of Mining and Technology, Xuzhou, China; Mine Digitization Engineering Research Center of the Ministry of Education, China University of Mining and Technology, Xuzhou, China",PDF,https://arxiv.org/pdf/2505.23192,,,,,,,,,,,confirmed,known,known,2026-07-01T03:28:09Z,2026-07-01T14:03:36Z
Hong Kong University of Science and Technology,The Hong Kong University of Science and Technology,institution:fa80d3c071c298e1,,openalex:W4417093490,ForensicHub: A Unified Benchmark &amp; Codebase for All-Domain Fake Image Detection and Localization,2025,10.48550/arxiv.2505.11003,https://openalex.org/W4417093490,Xiaochen Ma,HKUST,PDF,https://arxiv.org/pdf/2505.11003,New Territories,China,,,,,,,,,confirmed,known,known,2026-07-01T03:31:01Z,2026-08-20T12:23:55Z
University of Macao,University of Macao,institution:b8a4e3b25fd4a300,,openalex:W4417093490,ForensicHub: A Unified Benchmark &amp; Codebase for All-Domain Fake Image Detection and Localization,2025,10.48550/arxiv.2505.11003,https://openalex.org/W4417093490,Chi-Man Pun,,PDF,https://arxiv.org/pdf/2505.11003,,,,,,,,,,,confirmed,known,known,2026-07-01T03:31:45Z,2026-07-01T14:03:36Z
CISPA Helmholtz Center for Information Security,CISPA Helmholtz Center for Information Security,institution:aea376936c88135b,,openalex:W4415935817,From Evidence to Verdict: An Agent-Based Forensic Framework for AI-Generated Image Detection,2025,https://doi.org/10.48550/arxiv.2511.00181,https://openalex.org/W4415935817,Mengfei Liang; Yiting Qu; Yukun Jiang; Michael Backes; Yang Zhang,,PDF,https://arxiv.org/pdf/2511.00181,,,,,,,,,,,pending_review,known,known,2026-07-01T03:32:45Z,2026-07-01T14:03:36Z
Huawei Noah’s Ark Lab,Huawei Noah's Ark Lab,institution:2e62680df0fed751,,openalex:W4389820666,GenDet: Towards Good Generalizations for AI-Generated Image Detection,2023,10.48550/arxiv.2312.08880,https://openalex.org/W4389820666,Mingjian Zhu; Hanting Chen; Mouxiao Huang; Wei Li; Hailin Hu; Jie Hu; Yunhe Wang,,PDF,https://arxiv.org/pdf/2312.08880,,,,,,,,,,,confirmed,known,known,2026-07-01T03:33:40Z,2026-07-01T14:03:36Z
Hebei University of Technology,Hebei University of Technology,institution:b83f47152ad1ec29,,openalex:W4414578321,Generalizable AI-Generated Image Detection Based on Fractal Self-Similarity in the Spectrum,2025,https://doi.org/10.48550/arxiv.2503.08484,https://openalex.org/W4414578321,Liang Yang,,PDF,https://arxiv.org/pdf/2503.08484,,,,,,,,,,,confirmed,known,known,2026-07-01T03:35:19Z,2026-07-01T14:03:36Z
IdentifAI,IdentifAI,institution:fe7a819f82113c79,,curated:3c3cd6143ece4045b378,Generalized Design Choices for Deepfake Detectors,2025,10.48550/arxiv.2511.21507,https://openalex.org/W4416790887,Marco Pati; Marco Ramilli,"IdentifAI, Italy",PDF,https://arxiv.org/pdf/2511.21507,,,,,,,,,,,confirmed,known,known,2026-07-01T03:36:58Z,2026-07-01T14:03:36Z
Guangdong University of Technology,Guangdong University of Technology,institution:8fe72087521e285a,,curated:c420495aae5c20e0ea2a,FANB-Net: Frequency-Awared Attention and Noise-Injected Boosting for AI-Generated Image Detection,2026,10.1007/978-981-95-6960-1_26,https://openalex.org/W7127900552,Jiacai Guo; Zili Xu; Jianjie Luo; Zhenguo Yang,"Guangdong University of Technology, Guangzhou, China",PDF,https://link.springer.com/chapter/10.1007/978-981-95-6960-1_26,,,,,,,,,,,confirmed,known,known,2026-07-01T03:37:25Z,2026-07-01T14:03:36Z
Jinan University,Jinan University,institution:8632718a2c1444c6,,openalex:W4414789480,FerretNet: Efficient Synthetic Image Detection via Local Pixel Dependencies,2025,https://doi.org/10.48550/arxiv.2509.20890,https://openalex.org/W4414789480,Shuqiao Liang; Jian Liu; Renzhang Chen; Quanlong Guan,Jinan University,PDF,https://arxiv.org/pdf/2509.20890,,,,,,,,,,,confirmed,known,known,2026-07-01T03:37:25Z,2026-07-01T14:03:36Z
Sungkyunkwan University,Sungkyunkwan University,institution:e80b94c605da24ce,,openalex:W4414577086,Few-Shot Class-Incremental Model Attribution Using Learnable Representation From CLIP-ViT Features,2025,https://doi.org/10.48550/arxiv.2503.08148,https://openalex.org/W4414577086,Hanbyul Lee; Juneho Yi,"Department of Artificial Intelligence, Sungkyunkwan University; Department of Electrical and Computer Engineering, Sungkyunkwan University",PDF,https://arxiv.org/pdf/2503.08148,,,,,,,,,,,confirmed,known,known,2026-07-01T03:37:25Z,2026-07-01T14:03:36Z
Beijing Academy of Artificial Intelligence,Beijing Academy of Artificial Intelligence,institution:985443a2d7239406,,curated:4d91354cd919a64a2259,Few-Shot Learner Generalizes Across AI-Generated Image Detection,2025,10.48550/arxiv.2501.08763,https://openalex.org/W4406484960,Shiyu Wu; Yequan Wang,"Beijing Academy of Artificial Intelligence, Beijing, China",PDF,https://arxiv.org/pdf/2501.08763,,,,,,,,,,,confirmed,known,known,2026-07-01T03:37:25Z,2026-07-01T14:03:36Z
University of Chinese Academy of Sciences,University of Chinese Academy of Sciences,institution:69309405e04976ec,,curated:4d91354cd919a64a2259,Few-Shot Learner Generalizes Across AI-Generated Image Detection,2025,10.48550/arxiv.2501.08763,https://openalex.org/W4406484960,Shiyu Wu; Jing Liu,"University of Chinese Academy of Sciences, Beijing, China",PDF,https://arxiv.org/pdf/2501.08763,,,,,,,,,,,confirmed,known,known,2026-07-01T03:37:25Z,2026-07-01T14:03:36Z
Sichuan University,Sichuan University,institution:4c1e9439f241e5ec,,openalex:W4417093490,ForensicHub: A Unified Benchmark &amp; Codebase for All-Domain Fake Image Detection and Localization,2025,10.48550/arxiv.2505.11003,https://openalex.org/W4417093490,Bo Du; Xuekang Zhu; Kaiwen Feng; Zhe Yang,,PDF,https://arxiv.org/pdf/2505.11003,,,,,,,,,,,confirmed,known,known,2026-07-01T03:37:25Z,2026-07-01T14:03:36Z
Ant Group,Ant Group,institution:5a28a1a99a417ba5,,openalex:W4417093490,ForensicHub: A Unified Benchmark &amp; Codebase for All-Domain Fake Image Detection and Localization,2025,10.48550/arxiv.2505.11003,https://openalex.org/W4417093490,Xuekang Zhu; Chenfan Qu; Jian Liu; Ji-Zhe Zhou,,PDF,https://arxiv.org/pdf/2505.11003,,,,,,,,,,,confirmed,known,known,2026-07-01T03:37:25Z,2026-07-01T14:03:36Z
South China University of Technology,South China University of Technology,institution:3e9b289ae248f660,,openalex:W4417093490,ForensicHub: A Unified Benchmark &amp; Codebase for All-Domain Fake Image Detection and Localization,2025,10.48550/arxiv.2505.11003,https://openalex.org/W4417093490,Chenfan Qu,,PDF,https://arxiv.org/pdf/2505.11003,,,,,,,,,,,confirmed,known,known,2026-07-01T03:37:25Z,2026-07-01T14:03:36Z
Beihang University,Beihang University,institution:f336b3005794930b,,openalex:W4414578321,Generalizable AI-Generated Image Detection Based on Fractal Self-Similarity in the Spectrum,2025,https://doi.org/10.48550/arxiv.2503.08484,https://openalex.org/W4414578321,Shengpeng Xiao; Yuanfang Guo; Heqi Peng; Zeming Liu; Yunhong Wang,Beihang University,,https://arxiv.org/pdf/2503.08484,,,,,,,,,,,confirmed,known,known,2026-07-01T03:37:25Z,2026-07-01T14:03:36Z
University of Bologna,University of Bologna,institution:e73ae6a6d6ff3735,,curated:3c3cd6143ece4045b378,Generalized Design Choices for Deepfake Detectors,2025,10.48550/arxiv.2511.21507,https://openalex.org/W4416790887,Lorenzo Pellegrini; Serafino Pandolfini; Davide Maltoni; Matteo Ferrara,"Department of Computer Science and Engineering (DISI), University of Bologna, Italy",PDF,https://arxiv.org/pdf/2511.21507,,,,,,,,,,,confirmed,known,known,2026-07-01T03:37:25Z,2026-07-01T14:03:36Z
Sungkyunkwan University,Sungkyunkwan University,institution:e80b94c605da24ce,,openalex:W3034547531,T-GD: Transferable GAN-generated Images Detection Framework,2020,10.48550/arxiv.2008.04115,https://openalex.org/W3034547531,Hyeonseong Jeon; Youngoh Bang; Junyaub Kim; Simon S. Woo,"Department of Artificial Intelligence, Sungkyunkwan University, Suwon, S. Korea; Computer Science and Engineering Department, Sungkyunkwan University, Suwon, S. Korea; Department of Applied Data Science, Sungkyunkwan University, Suwon, S. Korea",PDF,https://arxiv.org/pdf/2008.04115,,,Sungkyunkwan University,,,,,,,,alias_of_confirmed,known,known,2026-07-01T05:01:08Z,2026-07-01T14:03:36Z
Wuhan University,Wuhan University,institution:f23b95ce92de4591,,openalex:W4405254427,Take Fake as Real: Realistic-like Robust Black-box Adversarial Attack to Evade AIGC Detection,2024,10.48550/arxiv.2412.06727,https://openalex.org/W4405254427,Caiyun Xie; Dengpan Ye; Yunming Zhang; Long Tang; Yunna Lv; Jiacheng Deng; Jiawei Song,"Key Laboratory of Aerospace Information Security and Trusted Computing, Ministry of Education, School of Cyber Science and Engineering, Wuhan University, China, 430072",PDF,https://arxiv.org/pdf/2412.06727,,,,,,,,,,,pending_review,known,known,2026-07-01T05:01:08Z,2026-07-01T14:03:36Z
"Institute of Information Engineering, Chinese Academy of Sciences","Institute of Information Engineering, Chinese Academy of Sciences",institution:cee70184073782c7,,curated:c6bfe8f5199d1d8beb29,Adaptive Test-Time Semantic Debiasing for AI-Generated Image Detection,2025,10.1109/iccvw69036.2025.00165,https://openalex.org/W7131078162,Jiahe Tian; Xiaomeng Fu; Jiao Dai; Jizhong Han,"Institute of Information Engineering, Chinese Academy of Sciences, China",PDF,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=11374598,,,"Institute of Information Engineering, Chinese Academy of Sciences",,,,,,,,alias_of_confirmed,known,known,2026-07-01T06:41:24Z,2026-07-01T14:03:36Z
University of Maryland,University of Maryland,institution:13f7c73ae8019e75,,openalex:W2991318208,Attributing Fake Images to GANs: Learning and Analyzing GAN Fingerprints,2019,10.1109/iccv.2019.00765,https://openalex.org/W2991318208,Ning Yu; Larry Davis,"University of Maryland, College Park",PDF,https://ieeexplore.ieee.org/document/9010964,,,,,,,,,,,confirmed,known,known,2026-07-01T07:29:46Z,2026-07-01T14:03:36Z
Max Planck Institute for Informatics,Max Planck Institute for Informatics,institution:bef37c90751e824e,,openalex:W2991318208,Attributing Fake Images to GANs: Learning and Analyzing GAN Fingerprints,2019,10.1109/iccv.2019.00765,https://openalex.org/W2991318208,Ning Yu,"Max Planck Institute for Informatics, Saarland Informatics Campus, Germany",PDF,https://ieeexplore.ieee.org/document/9010964,,,,,,,,,,,confirmed,known,known,2026-07-01T07:30:44Z,2026-07-01T14:03:36Z
"Institute of Computing Technology, Chinese Academy of Sciences","Institute of Computing Technology, Chinese Academy of Sciences",institution:e278f75918ccf8a7,,openalex:W4283811667,Deepfake Network Architecture Attribution,2022,10.1609/aaai.v36i4.20391,https://openalex.org/W4283811667,Tianyun Yang; Ziyao Huang; Juan Cao; Lei Li,"Institute of Computing Technology, Chinese Academy of Sciences; University of Chinese Academy of Sciences",PDF,https://ojs.aaai.org/index.php/AAAI/article/view/20391,,,"Institute of Computing Technology, Chinese Academy of Sciences",,,,,,,,alias_of_confirmed,known,known,2026-07-01T07:32:22Z,2026-07-01T14:03:36Z
Nottingham Trent University,Nottingham Trent University,institution:c055ca96e505b797,,openalex:W4391019749,CIFAKE: Image Classification and Explainable Identification of AI-Generated Synthetic Images,2024,10.1109/access.2024.3356122,https://openalex.org/W4391019749,Jordan J. Bird; Ahmad Lotfi,"Department of Computer Science, Nottingham Trent University, Nottingham, U.K.",PDF,https://ieeexplore.ieee.org/document/10409290,,,,,,,,,,,confirmed,known,known,2026-07-01T07:34:24Z,2026-07-01T14:03:36Z
Salesforce Research,Salesforce Research,institution:41db7d042136daef,,openalex:W4284702842,RepMix: Representation Mixing for Robust Attribution of Synthesized Images,2022,10.1007/978-3-031-19781-9_9,https://openalex.org/W4284702842,Ning Yu,"Salesforce Research, Palo Alto, USA",PDF,https://link.springer.com/chapter/10.1007/978-3-031-19781-9_9,,,,,,,,,,,confirmed,known,known,2026-07-01T07:36:28Z,2026-07-01T14:03:36Z
Adobe Research,Adobe Research,institution:7a0d6a63667ac750,,openalex:W4284702842,RepMix: Representation Mixing for Robust Attribution of Synthesized Images,2022,10.1007/978-3-031-19781-9_9,https://openalex.org/W4284702842,John Collomosse,"Adobe Research, San Jose, USA",,https://link.springer.com/chapter/10.1007/978-3-031-19781-9_9,,,,,,,,,,,confirmed,known,known,2026-07-01T07:36:55Z,2026-07-01T14:03:36Z
"Institute of Computing Technology, Chinese Academy of Sciences","Institute of Computing Technology, Chinese Academy of Sciences",institution:e278f75918ccf8a7,,openalex:W4385473656,Model Synthesis for Zero-Shot Model Attribution,2023,https://doi.org/10.48550/arxiv.2307.15977,https://openalex.org/W4385473656,Tianyun Yang; Juan Cao; Danding Wang,"Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China",PDF,https://arxiv.org/pdf/2307.15977,,,,,,,,,,,confirmed,known,known,2026-07-01T07:38:39Z,2026-07-01T14:03:36Z
University of Sydney,University of Sydney,institution:965434eee0b97685,,openalex:W4385473656,Model Synthesis for Zero-Shot Model Attribution,2023,https://doi.org/10.48550/arxiv.2307.15977,https://openalex.org/W4385473656,Chang Xu,"School of Computer Science, Faculty of Engineering, University of Sydney, Australia",PDF,https://arxiv.org/pdf/2307.15977,,,,,,,,,,,confirmed,known,known,2026-07-01T07:39:05Z,2026-07-01T14:03:36Z
Renmin University of China,Renmin University of China,institution:5fbb6e2cbdd4ea21,,openalex:W4283811667,Deepfake Network Architecture Attribution,2022,10.1609/aaai.v36i4.20391,https://openalex.org/W4283811667,Xirong Li,Renmin University of China,PDF,https://ojs.aaai.org/index.php/AAAI/article/view/20391,,,,,,,,,,,confirmed,known,known,2026-07-01T07:45:35Z,2026-07-01T14:03:36Z
University of Surrey,University of Surrey,institution:29276dc7d9ce02fd,,openalex:W4284702842,RepMix: Representation Mixing for Robust Attribution of Synthesized Images,2022,10.1007/978-3-031-19781-9_9,https://openalex.org/W4284702842,Tu Bui; John Collomosse,"University of Surrey, Guildford, UK",PDF,https://link.springer.com/chapter/10.1007/978-3-031-19781-9_9,,,,,,,,,,,confirmed,known,known,2026-07-01T07:45:35Z,2026-07-01T14:03:36Z
