paper_id,title,normalized_title,year,publication_status,venue,tasks,image_scopes,research_types,doi,arxiv_id,openalex_id,method_name_candidate,method_name_evidence
,Any-Resolution AI-Generated Image Detection by Spectral Learning,any resolution ai generated image detection by spectral learning,2025,published,IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),detection,fully_generated,method,10.1109/cvpr52734.2025.01743,2411.19417,w4413144629,,
curated:074bb9a77ee85d50090c,Aperture: A Patch-Aware Framework for Joint Forgery Detection and Localization,aperture a patch aware framework for joint forgery detection and localization,2025,published,Vicinagearth,detection;localization,deepfake,method,10.1007/s44336-025-00027-8,,w4417449415,,
curated:7693a9c0107feaf90e10,Are High-Quality AI-Generated Images More Difficult for Models to Detect?,are high quality ai generated images more difficult for models to detect,2025,published,International Conference on Machine Learning (ICML),detection,fully_generated,method,,,,,
,Art or Artifact? Segmenting AI-Generated Images for Deeper Detection,art or artifact segmenting ai generated images for deeper detection,2025,published,Workshop on Security Implications of Deepfakes and Cheapfakes (WDC),detection,fully_generated,method,10.1145/3709022.3736544,,w4411979039,,
curated:78e64e4829587c072681,Attribution of AI-Generated Images Across Multiple Models: A Benchmark,attribution of ai generated images across multiple models a benchmark,2025,published,International Conference on Image Analysis and Processing (ICIAP) · Workshop,source_attribution,fully_generated,benchmark,10.1007/978-3-032-11381-8_32,,w7122619085,,
curated:5f105b70c28ce5beeb0b,Autonomous and Self-Adapting System for Synthetic Media Detection and Attribution,autonomous and self adapting system for synthetic media detection and attribution,2025,preprint_or_other,arXiv,detection;source_attribution,fully_generated,method,10.48550/arxiv.2504.03615,2504.03615,w4415980694,,
,Beyond Generation: A Diffusion-based Low-level Feature Extractor for Detecting AI-generated Images,beyond generation a diffusion based low level feature extractor for detecting ai generated images,2025,published,IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),detection,fully_generated,method,10.1109/cvpr52734.2025.00773,,w4413146215,Beyond Generation,title prefix heuristic; discovery only
curated:8bdbf72555619e7893d3,Beyond Known Fakes: Generalized Detection of AI-Generated Images via Post-Hoc Distribution Alignment,beyond known fakes generalized detection of ai generated images via post hoc distribution alignment,2025,preprint_or_other,arXiv,detection,fully_generated,method,10.48550/arxiv.2502.10803,2502.10803,w4407684102,Beyond Known Fakes,title prefix heuristic; discovery only
curated:3ec6b6d00f72f8b450e6,Bi‐LORA: A Vision‐Language Approach for Synthetic Image Detection,bi lora a vision language approach for synthetic image detection,2025,published,Expert Systems (EXPERT SYST),detection,fully_generated,method,10.1111/exsy.13829,2404.01959,w4406160881,Bi‐LORA,title prefix heuristic; discovery only
,BOSC: A Backdoor-Based Framework for Open Set Synthetic Image Attribution,bosc a backdoor based framework for open set synthetic image attribution,2025,published,IEEE Transactions on Information Forensics and Security (TIFS),source_attribution,fully_generated,method,10.1109/tifs.2025.3592531,2405.11491,w4412624408,BOSC,title prefix heuristic; discovery only
curated:7cfe39b3bc63f5b55f51,Breaking Latent Prior Bias in Detectors for Generalizable AIGC Image Detection,breaking latent prior bias in detectors for generalizable aigc image detection,2025,published,Advances in Neural Information Processing Systems (NeurIPS),detection,fully_generated,method,10.52202/085713-1030,2506.00874,w4414893756,,
curated:e256ad6b672c3cf433ba,Bridging the Gap Between Ideal and Real-World Evaluation: Benchmarking AI-Generated Image Detection in Challenging Scenarios,bridging the gap between ideal and real world evaluation benchmarking ai generated image detection in challenging scenarios,2025,published,IEEE/CVF International Conference on Computer Vision (ICCV),detection,fully_generated,dataset;benchmark,10.1109/iccv51701.2025.01895,2509.09172,w4417071442,,
curated:f9563061b533499d88cd,BusterX++: Towards Unified Cross-Modal AI-Generated Content Detection and Explanation with MLLM,busterx towards unified cross modal ai generated content detection and explanation with mllm,2025,preprint_or_other,arXiv,detection,fully_generated,method;dataset;benchmark,,2507.14632,w4417429931,BusterX++,title prefix heuristic; discovery only
,C2P-CLIP: Injecting Category Common Prompt in CLIP to Enhance Generalization in Deepfake Detection,c2p clip injecting category common prompt in clip to enhance generalization in deepfake detection,2025,published,AAAI Conference on Artificial Intelligence (AAAI),detection,deepfake,method,10.1609/aaai.v39i7.32772,2408.09647,w4409367167,C2P-CLIP,title prefix heuristic; discovery only
,Can GPT Tell Us Why These Images Are Synthesized? Empowering Multimodal Large Language Models for Forensics,can gpt tell us why these images are synthesized empowering multimodal large language models for forensics,2025,published,ACM Workshop on Information Hiding and Multimedia Security (IH&MMSec),detection;source_attribution;localization,fully_generated;generative_editing;deepfake,method,10.1145/3733102.3733138,2504.11686,w4411378016,,
curated:4bafe8e39a3e39ed2088,Can VLMs Detect and Localize Fine-Grained AI-Edited Images?,can vlms detect and localize fine grained ai edited images,2025,preprint_or_other,arXiv,detection;localization,generative_editing,method;dataset;benchmark,,2505.15644,w4415329274,,
curated:95b3298d7dafadbed65d,CatAID: Category-Guided AI-Generated Image Detection via Vision-Language Model Adaptation,cataid category guided ai generated image detection via vision language model adaptation,2025,published,IEEE/CVF International Conference on Computer Vision (ICCV) · Workshop,detection,fully_generated,method,10.1109/iccvw69036.2025.00166,,w7131117798,CatAID,title prefix heuristic; discovery only
curated:aa742a2409569b68d2c4,CO-SPY: Combining Semantic and Pixel Features to Detect Synthetic Images by AI,co spy combining semantic and pixel features to detect synthetic images by ai,2025,published,IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),detection,fully_generated,method;dataset,10.1109/cvpr52734.2025.01256,,w4413146055,CO-SPY,title prefix heuristic; discovery only
,Code-in-the-Loop Forensics: Agentic Tool Use for Image Forgery Detection,code in the loop forensics agentic tool use for image forgery detection,2025,preprint_or_other,arXiv,detection,fully_generated;generative_editing,method;dataset;benchmark,10.48550/arxiv.2512.16300,2512.16300,w4417529984,Code-in-the-Loop Forensics,title prefix heuristic; discovery only
curated:cba231098f84685520e8,Combating Dataset Misalignment for Robust AI-Generated Image Detection in the Real World,combating dataset misalignment for robust ai generated image detection in the real world,2025,published,Workshop on Security Implications of Deepfakes and Cheapfakes (WDC),detection,fully_generated,dataset,10.1145/3709022.3736541,,w4411979370,,
curated:307e0f132bd89ed90298,Community Forensics: Using Thousands of Generators to Train Fake Image Detectors,community forensics using thousands of generators to train fake image detectors,2025,published,IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),detection,fully_generated,dataset;benchmark,10.1109/cvpr52734.2025.00772,,w4413155783,Community Forensics,title prefix heuristic; discovery only
curated:559269bd486bc1da5115,Comparative Analysis of Custom CNN Architecture and MobileNet for Deepfake Image Detection,comparative analysis of custom cnn architecture and mobilenet for deepfake image detection,2025,published,International Conference on Advanced Intelligent Systems and Informatics (AISI),detection,deepfake,analysis_study,10.1007/978-3-031-81308-5_6,,w4407768917,,
curated:425eb6ebf5e06a7836a8,Composite Data Augmentations for Synthetic Image Detection Against Real-World Perturbations,composite data augmentations for synthetic image detection against real world perturbations,2025,published,European Signal Processing Conference (EUSIPCO),detection,fully_generated,method,10.23919/eusipco63237.2025.11226549,,w4417052422,,
curated:3e94d8fc69e41aade2cc,D <sup>3</sup> QE: Learning Discrete Distribution Discrepancy-Aware Quantization Error for Autoregressive-Generated Image Detection,d sup 3 sup qe learning discrete distribution discrepancy aware quantization error for autoregressive generated image detection,2025,published,IEEE/CVF International Conference on Computer Vision (ICCV),detection,fully_generated,method;dataset,10.1109/iccv51701.2025.01512,2510.05891,w7160175092,D <sup>3</sup> QE,title prefix heuristic; discovery only
curated:3bd79627ad7e70a28a97,D$^3$: Scaling Up Deepfake Detection by Learning from Discrepancy,d 3 scaling up deepfake detection by learning from discrepancy,2025,published,IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),detection,deepfake,method,10.1109/cvpr52734.2025.02221,2404.04584,w4394653966,,
curated:b388bfe1b5785775a436,Deepfake Image Detection Using Light-Weight Attention Integrated MobileNetV3 Model,deepfake image detection using light weight attention integrated mobilenetv3 model,2025,published,International Conference on Applied Algorithms (ICAA),detection,deepfake,method,10.1007/978-3-031-84543-7_11,,w4409586875,,
,Deepfake Image Detection with Transfer Learning Models,deepfake image detection with transfer learning models,2025,published,Bitlis Eren Üniversitesi Fen Bilimleri Dergisi,detection,deepfake,method;dataset,10.17798/bitlisfen.1610300,,w4408853348,,
,DeepGuard: Identification and Attribution of AI-Generated Synthetic Images,deepguard identification and attribution of ai generated synthetic images,2025,published,Electronics (ELECTRONICS-SWITZ),detection;source_attribution,fully_generated,analysis_study,10.3390/electronics14040665,,w4407408001,DeepGuard,title prefix heuristic; discovery only
,DeepGuardNet: A Novel CNN Architecture for DeepFake Image Detection,deepguardnet a novel cnn architecture for deepfake image detection,2025,published,Procedia Computer Science,detection,deepfake,method,10.1016/j.procs.2025.04.313,,w4410253117,DeepGuardNet,title prefix heuristic; discovery only
curated:74a9814b7acead53f108,Denoising Trajectory Biases for Zero-Shot AI-Generated Image Detection,denoising trajectory biases for zero shot ai generated image detection,2025,published,Advances in Neural Information Processing Systems (NeurIPS),detection,fully_generated,method,10.52202/085713-5101,,w7197012388,,
curated:6299036e9d8ac85a9880,Detecting AI-Generated Artwork,detecting ai generated artwork,2025,preprint_or_other,arXiv,detection,fully_generated,method,,2504.07078,w4417248787,,
,Detecting AI-Generated Images Using a Hybrid ResNet-SE Attention Model,detecting ai generated images using a hybrid resnet se attention model,2025,published,Applied Sciences (Appl. Sci.),detection,fully_generated,method,10.3390/app15137421,,w4411926716,,
,Detecting AI-Generated Images Using Facial Similarity and Feature Extraction for Digital Security,detecting ai generated images using facial similarity and feature extraction for digital security,2025,published,IT Professional (IT Prof.),detection,fully_generated,method,10.1109/mitp.2025.3561143,,w4411172248,,
